,precision,recall,f1-score,support
0,0.9933333333333333,1.0,0.9966666666666667,19405.0
1,0.33,0.21,0.26,164.0
2,0.0,0.0,0.9899999999999999,19569.0
3,0.66,0.6033333333333334,0.6266666666666666,19569.0
4,0.9866666666666667,0.9899999999999999,0.9866666666666667,19569.0
