,precision,recall,f1-score,support
0,0.9933333333333333,0.9866666666666667,0.9866666666666667,13047.0
1,0.22,0.44,0.26666666666666666,133.0
2,0.0,0.0,0.98,13180.0
3,0.6066666666666666,0.71,0.6266666666666666,13180.0
4,0.9833333333333334,0.98,0.98,13180.0
