,precision,recall,f1-score,support
0,0.998,1.0,1.0,18235.6
1,0.43599999999999994,0.20999999999999996,0.27,89.4
2,0.0,0.0,0.9960000000000001,18325.0
3,0.716,0.6060000000000001,0.636,18325.0
4,0.9940000000000001,0.9960000000000001,0.9940000000000001,18325.0
