accuracy,f1,weightedPrecision,weightedRecall,precisionByLabel,recallByLabel,logLoss,hammingLoss
0.9367945823927766,0.9355027562239873,0.9467054770108116,0.9375470278404815,0.9731225296442688,0.9681429681429682,0.28567584055437045,0.06471030850263355
