Ticker,Date,Price,Imploded
OCX,2015-12-31,125.0,0
OCX,2016-01-31,83.0,0
OCX,2016-02-29,76.80000305175781,0
OCX,2016-03-31,92.1999969482422,0
OCX,2016-04-30,103.8000030517578,0
OCX,2016-05-31,85.19999694824219,0
OCX,2016-06-30,71.19999694824219,0
OCX,2016-07-31,75.4000015258789,0
OCX,2016-08-31,77.4000015258789,0
OCX,2016-09-30,100.8000030517578,0
OCX,2016-10-31,81.0,0
OCX,2016-11-30,120.0,0
OCX,2016-12-31,141.0,0
OCX,2017-01-31,111.0,0
OCX,2017-02-28,113.0,0
OCX,2017-03-31,119.0,0
OCX,2017-04-30,119.0,0
OCX,2017-05-31,111.0,0
OCX,2017-06-30,104.0,0
OCX,2017-07-31,79.0,0
OCX,2017-08-31,113.0,0
OCX,2017-09-30,151.0,0
OCX,2017-10-31,121.0,0
OCX,2017-11-30,101.0,0
OCX,2017-12-31,93.0,0
OCX,2018-01-31,82.0,0
OCX,2018-02-28,66.0,0
OCX,2018-03-31,42.0,0
OCX,2018-04-30,43.0,0
OCX,2018-05-31,65.0,0
OCX,2018-06-30,51.0,0
OCX,2018-07-31,49.0,0
OCX,2018-08-31,51.0,0
OCX,2018-09-30,50.0,0
OCX,2018-10-31,36.0,0
OCX,2018-11-30,34.0,0
OCX,2018-12-31,27.600000381469727,0
OCX,2019-01-31,94.1999969482422,0
OCX,2019-02-28,66.4000015258789,0
OCX,2019-03-31,79.0,0
OCX,2019-04-30,86.0,0
OCX,2019-05-31,78.5999984741211,0
OCX,2019-06-30,49.79999923706055,0
OCX,2019-07-31,35.400001525878906,0
OCX,2019-08-31,39.59999847412109,0
OCX,2019-09-30,42.0,0
OCX,2019-10-31,34.0,0
OCX,2019-11-30,35.20000076293945,0
OCX,2019-12-31,45.0,0
OCX,2020-01-31,52.20000076293945,0
OCX,2020-02-29,43.0,0
OCX,2020-03-31,49.0,0
OCX,2020-04-30,54.0,0
OCX,2020-05-31,55.20000076293945,0
OCX,2020-06-30,38.20000076293945,0
OCX,2020-07-31,27.0,0
OCX,2020-08-31,25.0,0
OCX,2020-09-30,27.799999237060547,0
OCX,2020-10-31,29.600000381469727,0
OCX,2020-11-30,38.59999847412109,0
OCX,2020-12-31,47.79999923706055,0
OCX,2021-01-31,102.4000015258789,0
OCX,2021-02-28,98.4000015258789,0
OCX,2021-03-31,103.8000030517578,0
OCX,2021-04-30,102.8000030517578,0
OCX,2021-05-31,88.4000015258789,0
OCX,2021-06-30,114.8000030517578,0
OCX,2021-07-31,102.8000030517578,0
OCX,2021-08-31,82.0,0
OCX,2021-09-30,71.19999694824219,0
OCX,2021-10-31,65.5999984741211,0
OCX,2021-11-30,45.0,0
OCX,2021-12-31,43.400001525878906,0
OCX,2022-01-31,34.0,1
NURO,2009-01-31,21196.80078125,0
NURO,2009-02-28,15206.400390625,0
NURO,2009-03-31,17740.80078125,0
NURO,2009-04-30,18662.400390625,0
NURO,2009-05-31,20851.19921875,0
NURO,2009-06-30,24883.19921875,0
NURO,2009-07-31,21657.599609375,0
NURO,2009-08-31,20966.400390625,0
NURO,2009-09-30,36979.19921875,0
NURO,2009-10-31,29952.0,0
NURO,2009-11-30,30528.0,0
NURO,2009-12-31,28454.400390625,0
NURO,2010-01-31,25344.0,0
NURO,2010-02-28,23846.400390625,0
NURO,2010-03-31,22003.19921875,0
NURO,2010-04-30,20505.599609375,0
NURO,2010-05-31,14860.7998046875,0
NURO,2010-06-30,13132.7998046875,0
NURO,2010-07-31,13478.400390625,0
NURO,2010-08-31,8640.0,1
NKTR,2009-01-31,4.110000133514404,0
NKTR,2009-02-28,4.489999771118164,0
NKTR,2009-03-31,5.389999866485596,0
NKTR,2009-04-30,5.599999904632568,0
NKTR,2009-05-31,6.75,0
NKTR,2009-06-30,6.480000019073486,0
NKTR,2009-07-31,7.079999923706055,0
NKTR,2009-08-31,8.289999961853027,0
NKTR,2009-09-30,9.739999771118164,0
NKTR,2009-10-31,8.119999885559082,0
NKTR,2009-11-30,8.710000038146973,0
NKTR,2009-12-31,9.31999969482422,0
NKTR,2010-01-31,11.420000076293944,0
NKTR,2010-02-28,12.390000343322754,0
NKTR,2010-03-31,15.210000038146973,0
NKTR,2010-04-30,13.960000038146973,0
NKTR,2010-05-31,12.229999542236328,0
NKTR,2010-06-30,12.100000381469728,0
NKTR,2010-07-31,13.0600004196167,0
NKTR,2010-08-31,12.789999961853027,0
NKTR,2010-09-30,14.770000457763672,0
NKTR,2010-10-31,14.56999969482422,0
NKTR,2010-11-30,12.670000076293944,0
NKTR,2010-12-31,12.850000381469728,0
NKTR,2011-01-31,11.210000038146973,0
NKTR,2011-02-28,9.59000015258789,0
NKTR,2011-03-31,9.470000267028809,0
NKTR,2011-04-30,10.380000114440918,0
NKTR,2011-05-31,9.68000030517578,0
NKTR,2011-06-30,7.269999980926514,0
NKTR,2011-07-31,6.440000057220459,0
NKTR,2011-08-31,5.730000019073486,0
NKTR,2011-09-30,4.849999904632568,0
NKTR,2011-10-31,5.420000076293945,0
NKTR,2011-11-30,5.0,0
NKTR,2011-12-31,5.599999904632568,0
NKTR,2012-01-31,6.25,0
NKTR,2012-02-29,7.170000076293945,0
NKTR,2012-03-31,7.920000076293945,0
NKTR,2012-04-30,7.630000114440918,0
NKTR,2012-05-31,6.699999809265137,0
NKTR,2012-06-30,8.069999694824219,0
NKTR,2012-07-31,8.520000457763672,0
NKTR,2012-08-31,8.579999923706055,0
NKTR,2012-09-30,10.68000030517578,0
NKTR,2012-10-31,9.0,0
NKTR,2012-11-30,6.519999980926514,0
NKTR,2012-12-31,7.409999847412109,0
NKTR,2013-01-31,8.569999694824219,0
NKTR,2013-02-28,9.270000457763672,0
NKTR,2013-03-31,11.0,0
NKTR,2013-04-30,10.84000015258789,0
NKTR,2013-05-31,9.470000267028809,0
NKTR,2013-06-30,11.550000190734863,0
NKTR,2013-07-31,11.210000038146973,0
NKTR,2013-08-31,12.18000030517578,0
NKTR,2013-09-30,10.449999809265137,0
NKTR,2013-10-31,9.510000228881836,0
NKTR,2013-11-30,12.5600004196167,0
NKTR,2013-12-31,11.350000381469728,0
NKTR,2014-01-31,13.600000381469728,0
NKTR,2014-02-28,12.829999923706056,0
NKTR,2014-03-31,12.119999885559082,0
NKTR,2014-04-30,11.770000457763672,0
NKTR,2014-05-31,11.729999542236328,0
