accuracy,f1,weightedPrecision,weightedRecall,precisionByLabel,recallByLabel,logLoss,hammingLoss
0.9382352941176471,0.908337052575203,0.8802854671280277,0.9382352941176471,0.9382352941176471,1.0,0.23159448453997744,0.061764705882352944
