Date,Adj Close,Ticker
2012-03-31,23216.560546875,ABVC
2012-04-30,23789.80859375,ABVC
2012-05-31,28662.419921875,ABVC
2012-06-30,17197.453125,ABVC
2012-07-31,17197.453125,ABVC
2012-08-31,5732.48388671875,ABVC
2012-09-30,5732.48388671875,ABVC
2012-10-31,2579.617919921875,ABVC
2012-11-30,2292.99365234375,ABVC
2012-12-31,1433.1209716796875,ABVC
2013-01-31,5732.48388671875,ABVC
2013-02-28,9171.974609375,ABVC
2013-03-31,8025.4775390625,ABVC
2013-04-30,12898.0888671875,ABVC
2013-05-31,4872.611328125,ABVC
2013-06-30,4872.611328125,ABVC
2013-07-31,4872.611328125,ABVC
2013-08-31,4585.9873046875,ABVC
2013-09-30,4585.9873046875,ABVC
2013-10-31,4585.9873046875,ABVC
2013-11-30,3726.11474609375,ABVC
2013-12-31,2866.241943359375,ABVC
2014-01-31,2866.241943359375,ABVC
2014-02-28,2866.241943359375,ABVC
2014-03-31,2866.241943359375,ABVC
2014-04-30,2866.241943359375,ABVC
2014-05-31,4299.36328125,ABVC
2014-06-30,4299.36328125,ABVC
2014-07-31,4585.9873046875,ABVC
2014-08-31,2866.241943359375,ABVC
2014-09-30,3439.490478515625,ABVC
2014-10-31,2292.99365234375,ABVC
2014-11-30,2292.99365234375,ABVC
2014-12-31,2866.241943359375,ABVC
2015-01-31,286.62420654296875,ABVC
2015-02-28,573.2484130859375,ABVC
2015-03-31,1146.496826171875,ABVC
2015-04-30,1146.496826171875,ABVC
2015-05-31,1146.496826171875,ABVC
2015-06-30,1146.496826171875,ABVC
2015-07-31,2866.241943359375,ABVC
2015-08-31,0.34394899010658264,ABVC
2015-09-30,1433.1209716796875,ABVC
2015-10-31,1433.1209716796875,ABVC
2015-11-30,1433.1209716796875,ABVC
2015-12-31,1433.1209716796875,ABVC
2016-01-31,1433.1209716796875,ABVC
2016-02-29,1433.1209716796875,ABVC
2016-03-31,326.7515869140625,ABVC
2016-04-30,360.0,ABVC
2016-05-31,360.0,ABVC
2016-06-30,360.0,ABVC
2016-07-31,360.0,ABVC
2016-08-31,360.0,ABVC
2016-09-30,360.0,ABVC
2016-10-31,360.0,ABVC
2016-11-30,360.0,ABVC
2016-12-31,360.0,ABVC
2017-01-31,360.0,ABVC
2017-02-28,360.0,ABVC
2017-03-31,360.0,ABVC
2017-04-30,360.0,ABVC
2017-05-31,360.0,ABVC
2017-06-30,360.0,ABVC
2017-07-31,360.0,ABVC
2017-08-31,360.0,ABVC
2017-09-30,360.0,ABVC
2017-10-31,360.0,ABVC
2017-11-30,360.0,ABVC
2017-12-31,360.0,ABVC
2018-01-31,360.0,ABVC
2018-02-28,360.0,ABVC
2018-03-31,360.0,ABVC
2018-04-30,360.0,ABVC
2018-05-31,342.0,ABVC
2018-06-30,342.0,ABVC
2018-07-31,342.0,ABVC
2018-08-31,360.0,ABVC
2018-09-30,297.0,ABVC
2018-10-31,297.0,ABVC
2018-11-30,288.0,ABVC
2018-12-31,360.0,ABVC
2019-01-31,270.0,ABVC
2019-02-28,261.0,ABVC
2019-03-31,270.0,ABVC
2019-04-30,225.0,ABVC
2019-05-31,215.0,ABVC
2019-06-30,130.0,ABVC
2019-07-31,110.0,ABVC
2019-08-31,81.69999694824219,ABVC
2019-09-30,90.0,ABVC
2019-10-31,53.0,ABVC
2019-11-30,66.5,ABVC
2019-12-31,43.70000076293945,ABVC
2020-01-31,29.0,ABVC
2020-02-29,29.0,ABVC
2020-03-31,24.5,ABVC
2020-04-30,32.0,ABVC
2020-05-31,30.0,ABVC
2020-06-30,30.0,ABVC
2020-07-31,39.5,ABVC
2020-08-31,40.0,ABVC
2020-09-30,40.0,ABVC
2020-10-31,39.0,ABVC
2020-11-30,42.0,ABVC
2020-12-31,51.0,ABVC
2021-01-31,50.0,ABVC
2021-02-28,44.0,ABVC
2021-03-31,45.0,ABVC
2021-04-30,45.0,ABVC
2021-05-31,55.0,ABVC
2021-06-30,50.5,ABVC
2021-07-31,49.400001525878906,ABVC
2021-08-31,29.0,ABVC
2021-09-30,23.100000381469727,ABVC
2021-10-31,25.399999618530273,ABVC
2021-11-30,30.399999618530273,ABVC
2021-12-31,33.900001525878906,ABVC
2022-01-31,25.0,ABVC
2022-02-28,24.799999237060547,ABVC
2022-03-31,27.299999237060547,ABVC
2022-04-30,23.899999618530273,ABVC
2022-05-31,19.799999237060547,ABVC
2022-06-30,10.600000381469727,ABVC
2022-07-31,6.5,ABVC
2022-08-31,10.100000381469727,ABVC
2022-09-30,8.800000190734863,ABVC
2022-10-31,7.300000190734863,ABVC
2022-11-30,7.389999866485596,ABVC
2022-12-31,6.25,ABVC
2023-01-31,7.21999979019165,ABVC
2023-02-28,6.639999866485596,ABVC
2023-03-31,6.400000095367432,ABVC
2023-04-30,6.800000190734863,ABVC
2023-05-31,6.800000190734863,ABVC
2023-06-30,5.199999809265137,ABVC
2023-07-31,2.490000009536743,ABVC
2023-08-31,1.309999942779541,ABVC
2023-09-30,1.0399999618530273,ABVC
2023-10-31,1.0800000429153442,ABVC
2023-11-30,1.1200000047683716,ABVC
2014-07-31,5.400000095367432,ACB
2014-08-31,6.947999954223633,ACB
2014-09-30,10.920000076293945,ACB
2014-10-31,10.920000076293945,ACB
2014-11-30,10.920000076293945,ACB
2014-12-31,10.920000076293945,ACB
2015-01-31,4.619999885559082,ACB
2015-02-28,3.9839999675750732,ACB
2015-03-31,3.5280001163482666,ACB
2015-04-30,4.104000091552734,ACB
2015-05-31,3.8519999980926514,ACB
2015-06-30,2.868000030517578,ACB
2015-07-31,2.640000104904175,ACB
2015-08-31,2.5920000076293945,ACB
2015-09-30,3.4800000190734863,ACB
2015-10-31,5.0279998779296875,ACB
2015-11-30,6.71999979019165,ACB
2015-12-31,5.0279998779296875,ACB
2016-01-31,4.559999942779541,ACB
2016-02-29,5.363999843597412,ACB
2016-03-31,5.064000129699707,ACB
2016-04-30,5.23199987411499,ACB
2016-05-31,4.51200008392334,ACB
2016-06-30,4.415999889373779,ACB
2016-07-31,4.127999782562256,ACB
2016-08-31,7.547999858856201,ACB
2016-09-30,12.720000267028809,ACB
2016-10-31,19.895999908447266,ACB
2016-11-30,24.059999465942383,ACB
2016-12-31,20.639999389648438,ACB
2017-01-31,21.0,ACB
2017-02-28,23.040000915527344,ACB
2017-03-31,23.34000015258789,ACB
2017-04-30,22.920000076293945,ACB
2017-05-31,20.736000061035156,ACB
2017-06-30,20.027999877929688,ACB
2017-07-31,26.15999984741211,ACB
2017-08-31,24.0,ACB
2017-09-30,26.760000228881836,ACB
2017-10-31,28.308000564575195,ACB
2017-11-30,72.0,ACB
2017-12-31,91.55999755859375,ACB
2018-01-31,114.56400299072266,ACB
2018-02-28,97.19999694824219,ACB
2018-03-31,87.23999786376953,ACB
2018-04-30,75.58799743652344,ACB
2018-05-31,75.0,ACB
2018-06-30,84.83999633789062,ACB
2018-07-31,65.4000015258789,ACB
2018-08-31,80.16000366210938,ACB
2018-09-30,115.19999694824219,ACB
2018-10-31,81.5999984741211,ACB
2018-11-30,68.63999938964844,ACB
2018-12-31,59.52000045776367,ACB
2019-01-31,85.08000183105469,ACB
2019-02-28,90.72000122070312,ACB
2019-03-31,108.72000122070312,ACB
2019-04-30,108.95999908447266,ACB
2019-05-31,91.08000183105469,ACB
2019-06-30,93.83999633789062,ACB
2019-07-31,75.0,ACB
2019-08-31,66.0,ACB
2019-09-30,52.68000030517578,ACB
2019-10-31,43.08000183105469,ACB
2019-11-30,30.0,ACB
2019-12-31,25.920000076293945,ACB
2020-01-31,22.68000030517578,ACB
2020-02-29,16.079999923706055,ACB
2020-03-31,10.871999740600586,ACB
2020-04-30,8.880000114440918,ACB
2020-05-31,14.079999923706055,ACB
2020-06-30,12.420000076293945,ACB
2020-07-31,10.1899995803833,ACB
2020-08-31,9.800000190734863,ACB
2020-09-30,4.650000095367432,ACB
2020-10-31,4.050000190734863,ACB
2020-11-30,11.680000305175781,ACB
2020-12-31,8.3100004196167,ACB
2021-01-31,11.149999618530273,ACB
2021-02-28,10.520000457763672,ACB
2021-03-31,9.3100004196167,ACB
2021-04-30,8.9399995803833,ACB
2021-05-31,9.65999984741211,ACB
2021-06-30,9.039999961853027,ACB
2021-07-31,7.019999980926514,ACB
2021-08-31,7.420000076293945,ACB
2021-09-30,6.920000076293945,ACB
2021-10-31,6.630000114440918,ACB
2021-11-30,6.420000076293945,ACB
2021-12-31,5.409999847412109,ACB
2022-01-31,4.159999847412109,ACB
2022-02-28,3.799999952316284,ACB
2022-03-31,4.0,ACB
2022-04-30,3.0299999713897705,ACB
2022-05-31,1.659999966621399,ACB
2022-06-30,1.3200000524520874,ACB
2022-07-31,1.409999966621399,ACB
2022-08-31,1.600000023841858,ACB
2022-09-30,1.2200000286102295,ACB
2022-10-31,1.4299999475479126,ACB
2022-11-30,1.2699999809265137,ACB
2022-12-31,0.9229999780654907,ACB
2023-01-31,1.0399999618530273,ACB
2023-02-28,0.8349999785423279,ACB
2023-03-31,0.6970000267028809,ACB
2023-04-30,0.6000000238418579,ACB
2023-05-31,0.5090000033378601,ACB
2023-06-30,0.5350000262260437,ACB
2023-07-31,0.5630000233650208,ACB
2023-08-31,0.47999998927116394,ACB
2023-09-30,0.5849999785423279,ACB
2023-10-31,0.4410000145435333,ACB
2023-11-30,0.4690000116825104,ACB
2009-01-31,9746.0,ACHV
2009-02-28,8294.0,ACHV
2009-03-31,10054.0,ACHV
2009-04-30,14630.0,ACHV
2009-05-31,38830.0,ACHV
2009-06-30,48136.0,ACHV
2009-07-31,64196.0,ACHV
2009-08-31,88352.0,ACHV
2009-09-30,79200.0,ACHV
2009-10-31,64042.0,ACHV
2009-11-30,69388.0,ACHV
2009-12-31,49016.0,ACHV
2010-01-31,31174.0,ACHV
2010-02-28,36630.0,ACHV
2010-03-31,45166.0,ACHV
2010-04-30,48400.0,ACHV
2010-05-31,33022.0,ACHV
2010-06-30,29590.0,ACHV
2010-07-31,31108.0,ACHV
2010-08-31,28204.0,ACHV
2010-09-30,32670.0,ACHV
2010-10-31,34738.0,ACHV
2010-11-30,35332.0,ACHV
2010-12-31,36938.0,ACHV
2011-01-31,34870.0,ACHV
2011-02-28,34540.0,ACHV
2011-03-31,33660.0,ACHV
2011-04-30,34122.0,ACHV
2011-05-31,38522.0,ACHV
2011-06-30,37466.0,ACHV
2011-07-31,31812.0,ACHV
2011-08-31,26268.0,ACHV
2011-09-30,21560.0,ACHV
2011-10-31,25520.0,ACHV
2011-11-30,26224.0,ACHV
2011-12-31,25828.0,ACHV
2012-01-31,30580.0,ACHV
2012-02-29,35156.0,ACHV
2012-03-31,29238.0,ACHV
2012-04-30,28600.0,ACHV
2012-05-31,27632.0,ACHV
2012-06-30,29568.0,ACHV
2012-07-31,30712.0,ACHV
2012-08-31,30118.0,ACHV
2012-09-30,31174.0,ACHV
2012-10-31,27280.0,ACHV
2012-11-30,27742.0,ACHV
2012-12-31,28864.0,ACHV
2013-01-31,28952.0,ACHV
2013-02-28,26158.0,ACHV
2013-03-31,24926.0,ACHV
2013-04-30,22286.0,ACHV
2013-05-31,22660.0,ACHV
2013-06-30,21560.0,ACHV
2013-07-31,21494.0,ACHV
2013-08-31,19690.0,ACHV
2013-09-30,20394.0,ACHV
2013-10-31,15466.0,ACHV
2013-11-30,18898.0,ACHV
2013-12-31,18348.0,ACHV
2014-01-31,23760.0,ACHV
2014-02-28,24244.0,ACHV
2014-03-31,25872.0,ACHV
2014-04-30,8536.0,ACHV
2014-05-31,8338.0,ACHV
2014-06-30,8206.0,ACHV
2014-07-31,6644.0,ACHV
2014-08-31,7282.0,ACHV
2014-09-30,5874.0,ACHV
2014-10-31,4928.0,ACHV
2014-11-30,4642.0,ACHV
2014-12-31,5038.0,ACHV
2015-01-31,4422.0,ACHV
2015-02-28,5060.0,ACHV
2015-03-31,4730.0,ACHV
2015-04-30,4422.0,ACHV
2015-05-31,4664.0,ACHV
2015-06-30,5126.0,ACHV
2015-07-31,7590.0,ACHV
2015-08-31,6402.0,ACHV
2015-09-30,4906.0,ACHV
2015-10-31,4554.0,ACHV
2015-11-30,5676.0,ACHV
2015-12-31,2662.0,ACHV
2016-01-31,1452.0,ACHV
2016-02-29,1320.0,ACHV
2016-03-31,1496.0,ACHV
2016-04-30,2156.0,ACHV
2016-05-31,2200.0,ACHV
2016-06-30,2200.0,ACHV
2016-07-31,1958.0,ACHV
2016-08-31,1188.0,ACHV
2016-09-30,1122.0,ACHV
2016-10-31,924.0,ACHV
2016-11-30,1012.0,ACHV
2016-12-31,1100.0,ACHV
2017-01-31,1232.0,ACHV
2017-02-28,1210.0,ACHV
2017-03-31,968.0,ACHV
2017-04-30,836.0,ACHV
2017-05-31,836.0,ACHV
2017-06-30,792.0,ACHV
2017-07-31,946.0,ACHV
2017-08-31,702.0,ACHV
2017-09-30,406.0,ACHV
2017-10-31,346.0,ACHV
2017-11-30,266.0,ACHV
2017-12-31,268.0,ACHV
2018-01-31,316.0,ACHV
2018-02-28,256.0,ACHV
2018-03-31,254.0,ACHV
2018-04-30,272.0,ACHV
2018-05-31,174.60000610351562,ACHV
2018-06-30,75.5999984741211,ACHV
2018-07-31,65.5999984741211,ACHV
2018-08-31,60.20000076293945,ACHV
2018-09-30,63.0,ACHV
2018-10-31,40.79999923706055,ACHV
