,price_drop,period_thresh,increase_thresh,num_imploded,avg_imp_len,imp_per_stock
0,-0.6,78,-0.2,4947,3770.1744491611075,1.0
1,-0.6,78,-0.1,4947,3770.1744491611075,1.0
2,-0.6,78,0.0,4947,3770.1744491611075,1.0
3,-0.6,78,0.1,4947,3770.1744491611075,1.0
