Ticker,date,ff_accr_exp,ff_assets_com_eq,ff_assets_eq,Implosion_Next_Year,CPI,Unemployment Rate,GDP
ALLG-US,2021-12-31,11.8223312,,-2.86228669832489,0,,,
ALLI-US,2005-12-31,,1.28133156490016,1.28133156490016,0,,,
ALLI-US,2006-12-31,1.262408,1.19444611481635,1.19444611481635,0,,,
ALLI-US,2007-12-31,2.319,1.19266780957405,1.19266780957405,0,,,
ALLI-US,2008-12-31,2.819,1.59961395203325,1.59961395203325,0,,,
ALLK,2018-12-31,3.005,1.03948498320597,1.03948498320597,0,,,
ALLK,2019-12-31,6.598,1.04271152523294,1.04271152523294,0,,,
ALLK,2020-12-31,7.911,1.09966916006388,1.09966916006388,0,,,
ALLK,2021-12-31,19.387,1.20056748287225,1.20056748287225,1,,,
ALLK-US,2019-12-31,6.598,1.04271152523294,1.04271152523294,0,,,
ALLK-US,2020-12-31,7.911,1.09966916006388,1.09966916006388,0,,,
ALLK-US,2021-12-31,19.387,1.20056748287225,1.20056748287225,0,,,
ALLK-US,2022-12-31,20.989,1.244777456005,1.244777456005,0,,,
ALLO-US,2019-12-31,17.968,1.14113792341457,1.14113792341457,0,,,
ALLO-US,2020-12-31,37.305,1.13728201760439,1.13728201760439,0,,,
ALLO-US,2021-12-31,29.647,1.13337756409277,1.13337756409277,0,,,
ALLO-US,2022-12-31,29.725,1.22708486641537,1.22708486641537,0,,,
ALLR-US,2019-12-31,1.876,1.74749820312932,1.74749820312932,0,,,
ALLR-US,2020-12-31,1.84,1.24401325835164,1.24401325835164,0,,,
ALLR-US,2021-12-31,8.59,2.73429925077126,2.64230195911414,0,,,
ALLR-US,2022-12-31,1.904,,7.69523809523809,0,,,
ALLSA-US,2000-12-31,180.186418109188,16.6195497644027,16.6195497644027,0,,,
ALLSA-US,2001-12-31,167.405249639792,,-12.5093666322292,0,,,
ALLSA-US,2002-12-31,148.467527535131,,-0.483025974416249,0,,,
ALLSA-US,2003-12-31,112.325014509576,1.70597154635738,1.70597154635738,0,,,
ALLSB-US,2000-12-31,180.186418109188,16.6195497644027,16.6195497644027,0,,,
ALLSB-US,2001-12-31,167.405249639792,,-12.5093666322292,0,,,
ALLSB-US,2002-12-31,148.467527535131,,-0.483025974416249,0,,,
ALLSB-US,2003-12-31,112.325014509576,1.70597154635738,1.70597154635738,0,,,
ALLT,2019-12-31,16.162,1.67003663225914,1.67003663225914,0,,,
ALLT,2020-12-31,19.205,1.58367139959432,1.58367139959432,0,,,
ALLT,2021-12-31,22.231,1.65699796838296,1.65699796838296,0,,,
ALLT,2022-12-31,21.301,2.08832730232513,2.08832730232513,1,,,
ALLT-US,2019-12-31,16.162,1.67003663225914,1.67003663225914,0,,,
ALLT-US,2020-12-31,19.205,1.58367139959432,1.58367139959432,0,,,
ALLT-US,2021-12-31,22.231,1.65699796838296,1.65699796838296,0,,,
ALLT-US,2022-12-31,21.301,2.08832730232513,2.08832730232513,0,,,
ALLY-US,2019-12-31,296.0,12.5307991120977,12.5307991120977,0,,,
ALLY-US,2020-12-31,316.0,12.3896483710807,12.3896483710807,0,,,
ALLY-US,2021-12-31,512.0,12.4981665082168,10.7946041055718,0,,,
ALLY-US,2022-12-31,424.0,18.2084480303749,14.9176452290225,0,,,
ALNC-US,2009-12-31,,11.4982934602816,11.4982934602816,0,,,
ALNC-US,2010-12-31,,10.9857884339485,10.9857884339485,0,,,
ALNC-US,2011-12-31,,9.84808711292596,9.84808711292596,0,,,
ALNC-US,2012-12-31,,9.62570349450475,9.62570349450475,0,,,
ALNY-US,2019-12-31,197.201,1.66479969305452,1.66479969305452,0,,,
ALNY-US,2020-12-31,355.909,3.35259144676442,3.35259144676442,0,,,
ALNY-US,2021-12-31,395.174,6.19395684823097,6.19395684823097,0,,,
ALNY-US,2022-12-31,545.46,,-22.4136756350215,0,,,
ALOG-US,2014-07-31,19.736,1.19852901010574,1.19852901010574,0,,,
ALOG-US,2015-07-31,23.41,1.18170527464669,1.18170527464669,0,,,
ALOG-US,2016-07-31,23.356,1.1914992554271,1.1914992554271,0,,,
ALOG-US,2017-07-31,20.957,1.16849079466833,1.16849079466833,0,,,
ALOHA-US,2019-12-31,2.573914,4.53165373937396,4.53165373937396,0,,,
ALOHA-US,2020-12-31,3.556341,4.35249175480759,4.35249175480759,0,,,
ALON-US,2011-09-30,88.173,,-5.81127652092369,0,,,
ALON-US,2012-09-30,92.386,,-4.50382469498146,0,,,
ALON-US,2013-09-30,77.347,,-3.69077050342709,0,,,
ALON-US,2014-09-30,86.187,,-3.04801513240858,0,,,
ALOR-US,2021-12-31,,1.03551329730494,1.03551329730494,0,,,
ALORU-US,2021-12-31,,1.03551329730494,1.03551329730494,0,,,
ALOT-US,2020-01-31,6.145,1.63452189141856,1.63452189141856,0,,,
ALOT-US,2021-01-31,5.689,1.54617516703935,1.54617516703935,0,,,
ALOT-US,2022-01-31,6.464,1.4189873105219,1.4189873105219,0,,,
ALOT-US,2023-01-31,6.087,1.64175566275914,1.64175566275914,0,,,
ALOY-US,2007-01-31,5.046,1.20836535092303,1.20836535092303,0,,,
ALOY-US,2008-01-31,5.387,1.43631630391654,1.43631630391654,0,,,
ALOY-US,2009-01-31,11.542,1.45490508477645,1.45490508477645,0,,,
ALOY-US,2010-01-31,21.085,1.52917399965188,1.52917399965188,0,,,
ALPA-US,2021-12-31,0.327732,1.0383162775157,1.0383162775157,0,,,
ALPA-US,2022-12-31,1.258337,1.04728042251797,1.04728042251797,0,,,
ALPAU-US,2021-12-31,0.327732,1.0383162775157,1.0383162775157,0,,,
ALPAU-US,2022-12-31,1.258337,1.04728042251797,1.04728042251797,0,,,
ALPAY-US,2003-12-31,4.67968023,,-2.39348206474191,0,,,
ALPAY-US,2004-12-31,4.56824718,,-2.1082744765568,0,,,
ALPAY-US,2005-12-31,6.17224216796,,-2.45686828752884,0,,,
ALPAY-US,2008-12-31,,,,0,,,
ALPN-US,2019-12-31,5.285,1.83527855058696,1.83527855058696,0,,,
ALPN-US,2020-12-31,5.777,2.31812477878954,2.31812477878954,0,,,
ALPN-US,2021-12-31,9.29,2.11657278975708,2.11657278975708,0,,,
ALPN-US,2022-12-31,12.156,1.59784862334188,1.59784862334188,0,,,
ALPP,2015-12-31,0.013019,,-1.84434269564978,0,,,
ALPP,2016-12-31,0.299043,,-9.2348046210701,0,,,
ALPP,2017-12-31,1.049185,,-6.60492647752143,0,,,
ALPP,2018-12-31,1.254853,,-1.56027206501619,1,,,
ALPP,2019-12-31,2.676651,,-2.99090837853051,0,,,
ALPP,2020-12-31,2.872202,,-4.63505115669803,0,,,
ALPP,2021-12-31,5.074006,1.94311958621256,1.94311945031115,0,,,
ALPP,,,,,1,,,
ALPP-US,2018-12-31,1.254853,,-1.56027206501619,0,,,
ALPP-US,2019-12-31,2.676651,,-2.99090837853051,0,,,
ALPP-US,2020-12-31,2.872202,,-4.63505115669803,0,,,
ALPP-US,2021-12-31,5.074006,1.94311958621256,1.94311945031115,0,,,
ALPS-US,2020-12-31,,27.9075206937895,27.9075206937895,0,,,
ALPS-US,2021-12-31,,74.1098277780096,74.1098277780096,0,,,
ALPS-US,2022-12-31,4.670507,38.2273639553108,38.2273639553108,0,,,
ALPX-US,2019-12-31,0.33,2.05462528661269,2.05350840352782,0,,,
ALPX-US,2020-12-31,0.295,,-0.0600046739892498,0,,,
ALPX-US,2021-12-31,0.46413,,-0.200445296305226,0,,,
ALR-US,2018-12-31,35.421,5.69944779328078,5.69944779328078,0,,,
ALR-US,2019-12-31,35.629,2.98728965419525,2.98728965419525,0,,,
ALR-US,2020-12-31,143.741,2.21273725609409,2.21273725609409,0,,,
ALR-US,2021-12-31,97.522,2.08721845916625,2.08721845916625,0,,,
ALRM-US,2019-12-31,26.434,1.56838867316555,1.56838867316555,0,,,
ALRM-US,2020-12-31,33.756,1.56426268620979,1.56426268620979,0,,,
ALRM-US,2021-12-31,43.389,2.00926501263114,2.00926501263114,0,,,
ALRM-US,2022-12-31,43.121,2.21984640791906,2.21984640791906,0,,,
ALRN,2015-12-31,1.908,,1.76680547293278,0,,,
ALRN,2016-12-31,2.1,,1.22754891577011,0,,,
ALRN,2017-12-31,3.291,1.10232859802917,1.10232859802917,0,,,
ALRN,2018-12-31,3.639,1.5465306122449,1.5465306122449,1,,,
ALRN-US,2019-12-31,3.941,1.75224327018943,1.75224327018943,0,,,
ALRN-US,2020-12-31,1.953,1.34361124814998,1.34361124814998,0,,,
ALRN-US,2021-12-31,3.145,1.10425018221574,1.10425018221574,0,,,
ALRN-US,2022-12-31,1.45,1.1817107877356,1.1817107877356,0,,,
ALRS-US,2019-12-31,,8.26859460745884,8.26859460745884,0,,,
ALRS-US,2020-12-31,,9.15066194576618,9.15066194576618,0,,,
ALRS-US,2021-12-31,,9.4542032203404,9.4542032203404,0,,,
ALRS-US,2022-12-31,,10.6116562801228,10.6116562801228,0,,,
ALSA-US,2021-12-31,0.052999,1.02600289806305,1.02600289806305,0,,,
ALSA-US,2022-12-31,0.199852,1.04071659496111,1.04071659496111,0,,,
ALSAU-US,2021-12-31,0.052999,1.02600289806305,1.02600289806305,0,,,
ALSAU-US,2022-12-31,0.199852,1.04071659496111,1.04071659496111,0,,,
ALSK-US,2017-12-31,9.286,2.88424234133886,2.88424234133886,0,,,
ALSK-US,2018-12-31,13.473,2.69641788745994,2.69641788745994,0,,,
ALSK-US,2019-12-31,12.193,3.22735617937833,3.22735617937833,0,,,
ALSK-US,2020-12-31,14.587,3.44784325122914,3.44784325122914,0,,,
ALSM-US,2001-12-31,1.479,,-0.634762102926897,0,,,
ALSM-US,2002-12-31,1.916,,-0.836320085166785,0,,,
ALSM-US,2003-12-31,3.272,1.78784987277354,1.78784987277354,0,,,
ALSM-US,2004-12-31,1.63,1.22322538436376,1.22322538436376,0,,,
ALSN-US,2019-12-31,104.0,5.69782330345711,5.69782330345711,0,,,
ALSN-US,2020-12-31,59.0,5.92195767195767,5.92195767195767,0,,,
ALSN-US,2021-12-31,93.0,7.02996845425868,7.02996845425868,0,,,
ALSN-US,2022-12-31,91.0,5.34439359267735,5.34439359267735,0,,,
ALT,2015-12-31,1.154827,1.1930000251665,1.1930000251665,0,,,
ALT,2016-12-31,2.042418,11.5493176428436,11.5493176428436,0,,,
ALT,2017-12-31,3.640635,1.59992088501362,1.2948504640431,0,,,
ALT,2018-12-31,4.062004,1.13325675974238,1.13325675974238,1,,,
ALT-US,2019-12-31,3.578708,1.18756253549802,1.18756253549802,0,,,
ALT-US,2020-12-31,11.018669,1.08517444300703,1.08517444300703,0,,,
ALT-US,2021-12-31,9.696974,1.09907932625568,1.09907932625568,0,,,
ALT-US,2022-12-31,10.526,1.11676102173315,1.11676102173315,0,,,
ALTA-US,2017-12-31,,8.25245320840035,8.25245320840035,0,,,
ALTA-US,2018-12-31,,7.53227507392422,7.53227507392422,0,,,
ALTA-US,2019-12-31,,7.24630072029895,7.24630072029895,0,,,
ALTA-US,2020-12-31,,9.08848191238839,9.08848191238839,0,,,
ALTE-US,2009-12-31,,4.69103361618987,4.69103361618987,0,,,
ALTE-US,2010-12-31,,3.39834490982671,3.39834490982671,0,,,
ALTE-US,2011-12-31,,3.91021308025462,3.91021308025462,0,,,
ALTE-US,2012-12-31,,3.75990255384154,3.75990255384154,0,,,
ALTEU-US,,,,,0,,,
ALTG-US,2019-12-31,,1.01360347974478,1.01360347974478,0,,,
ALTG-US,2020-12-31,30.1,4.87954110898662,4.87954110898662,0,,,
ALTG-US,2021-12-31,39.3,7.29472902746845,7.29472902746845,0,,,
ALTG-US,2022-12-31,55.1,9.62303290414878,9.62303290414878,0,,,
ALTH-US,2008-12-31,9.594712,1.12427253242038,1.12427253242038,0,,,
ALTH-US,2009-12-31,13.136,1.09928295642581,1.09928295642581,0,,,
ALTH-US,2010-12-31,17.627,1.22971954622294,1.22971954622294,0,,,
ALTH-US,2011-12-31,15.94,1.53935488752144,1.53935488752144,0,,,
ALTI-US,2020-12-31,0.113634,7.66396903589022,7.66396903589022,0,,,
ALTI-US,2021-12-31,0.0,1.1139235332117,1.1139235332117,0,,,
ALTO,2008-12-31,12.335,2.94612912007871,2.94610097768098,0,,,
ALTO,2009-12-31,5.891,,-2.98612957059629,0,,,
ALTO,2010-12-31,3.236,,-32.7068604163756,0,,,
ALTO,2011-12-31,2.713,4.94914099589126,4.94903563673522,1,,,
ALTO-US,2019-12-31,22.331,2.78686771711583,2.78685503685504,0,,,
ALTO-US,2020-12-31,11.101,1.68293646239122,1.68293078130538,0,,,
ALTO-US,2021-12-31,21.307,1.40479356223549,1.40478949289426,0,,,
ALTO-US,2022-12-31,26.556,1.58242125626444,1.58241612001727,0,,,
ALTPU-US,,,,,0,,,
ALTR-US,2019-12-31,35.571,2.09509538858833,2.08129468799274,0,,,
ALTR-US,2020-12-31,39.937,2.19210958672534,2.18757940796584,0,,,
ALTR-US,2021-12-31,48.36,1.89706570645323,1.89464331958155,0,,,
ALTR-US,2022-12-31,48.686,2.11455481135122,2.11455481135122,0,,,
ALTTU-US,,,,,0,,,
ALTU-US,2020-12-31,,1.17298028612384,1.17298028612384,0,,,
ALTU-US,2021-12-31,,1.10316775402497,1.10316775402497,0,,,
ALTU-US,2022-12-31,,,-9.16308883851468,0,,,
ALTUU-US,2020-12-31,,1.17298028612384,1.17298028612384,0,,,
ALTUU-US,2021-12-31,,1.10316775402497,1.10316775402497,0,,,
ALTUU-US,2022-12-31,,,-9.16308883851468,0,,,
ALU-US,2012-12-31,,10.9789311408016,10.9789311408016,0,,,
ALU-US,2013-12-31,,7.4653937947494,7.4653937947494,0,,,
ALU-US,2014-12-31,,11.5314347125201,11.5314347125201,0,,,
ALU-US,2015-12-31,,5.56197380729654,5.56197380729654,0,,,
ALV-US,2019-12-31,816.9,3.2103167077565,3.2103167077565,0,,,
ALV-US,2020-12-31,1134.1,3.38610984266678,3.38610984266678,0,,,
ALV-US,2021-12-31,899.0,2.86251424230915,2.86251424230915,0,,,
ALV-US,2022-12-31,915.0,2.95331037122082,2.95331037122082,0,,,
ALVO-US,2020-12-31,0.255519,1.13853296201871,1.13853296201871,0,,,
ALVO-US,2021-12-31,5.025718,1.11470655117498,1.11470655117498,0,,,
ALVR,2019-12-31,5.163,,1.14633624942446,0,,,
ALVR,2020-12-31,7.53,1.0502939976888,1.0502939976888,0,,,
ALVR,2021-12-31,20.152,1.27224703239725,1.27224703239725,0,,,
ALVR,2022-12-31,13.985,1.23410045474993,1.23410045474993,1,,,
ALVR-US,2019-12-31,5.163,,1.14633624942446,0,,,
ALVR-US,2020-12-31,7.53,1.0502939976888,1.0502939976888,0,,,
ALVR-US,2021-12-31,20.152,1.27224703239725,1.27224703239725,0,,,
ALVR-US,2022-12-31,13.985,1.23410045474993,1.23410045474993,0,,,
ALX-US,2019-12-31,,4.99185846991302,4.99185846991302,0,,,
ALX-US,2020-12-31,,6.90917590095853,6.90917590095853,0,,,
ALX-US,2021-12-31,,5.51079025610775,5.51079025610775,0,,,
ALX-US,2022-12-31,,5.91028291874384,5.91028291874384,0,,,
ALXN-US,2017-12-31,550.5,1.52739764536551,1.52739764536551,0,,,
ALXN-US,2018-12-31,595.2,1.52007026502133,1.52007026502133,0,,,
ALXN-US,2019-12-31,782.0,1.55650384144502,1.55650384144502,0,,,
ALXN-US,2020-12-31,925.6,1.5537455369404,1.5537455369404,0,,,
ALXO,2018-12-31,1.01,,1.2194429273621,0,,,
ALXO,2019-12-31,1.073,,-38.6811594202904,0,,,
ALXO,2020-12-31,5.87,1.01444474170922,1.01444474170922,0,,,
ALXO,2021-12-31,8.902,1.04719473128972,1.04719473128972,1,,,
ALXO-US,2019-12-31,1.073,,-38.6811594202904,0,,,
ALXO-US,2020-12-31,5.87,1.01444474170922,1.01444474170922,0,,,
ALXO-US,2021-12-31,8.902,1.04719473128972,1.04719473128972,0,,,
ALXO-US,2022-12-31,15.277,1.16330504357332,1.16330504357332,0,,,
ALY-US,2007-12-31,35.828,2.54287052076973,2.54287052076973,0,,,
ALY-US,2008-12-31,46.834,2.89784016546299,2.89784016546299,0,,,
ALY-US,2009-12-31,44.772,2.4042414965381,2.23431552351198,0,,,
ALY-US,2010-12-31,63.466,2.5948934691987,2.39721335113247,0,,,
ALYA-US,2019-03-31,20.4648377560955,1.56394596450454,1.56394596450454,0,,,
ALYA-US,2020-03-31,22.7695226051849,2.02416600585699,2.02416600585699,0,,,
ALYA-US,2021-03-31,26.7144050604126,2.25216642595267,2.25216642595267,0,,,
ALYA-US,2022-03-31,46.6746727513754,2.24139553744413,2.24139553744413,0,,,
ALZH-US,2016-12-31,0.232,,-0.359909456740443,0,,,
ALZH-US,2017-12-31,0.7,,1.20708802874408,0,,,
ALZN-US,2019-04-30,1.104669,4.73714493119556,4.73602385497689,0,,,
ALZN-US,2020-04-30,0.929639,2.20781394148733,2.20761242727048,0,,,
ALZN-US,2021-04-30,0.503591,1.44698222241653,1.44692830958788,0,,,
ALZN-US,2022-04-30,1.16285,1.0872509486005,1.0872509486005,0,,,
AM-US,2019-12-31,59.748,1.99874340446406,1.99874340446406,0,,,
AM-US,2020-12-31,25.37,2.32020199430506,2.32020199430506,0,,,
AM-US,2021-12-31,38.644,2.46700438798652,2.46700438798652,0,,,
AM-US,2022-12-31,29.107,2.69381586065525,2.69381586065525,0,,,
AMAC-US,2007-12-31,1.550283,1.47664719178781,1.47664719178781,0,,,
AMAC-US,2008-12-31,1.348823,1.3449972969934,1.3449972969934,0,,,
AMAC-US,2009-12-31,1.69832,1.28342643815999,1.28342643815999,0,,,
AMAC-US,2010-12-31,2.118959,1.26509695331958,1.26509695331958,0,,,
AMAG-US,2016-12-31,139.325,2.6524563110225,2.6524563110225,0,,,
AMAG-US,2017-12-31,161.965,2.3451440314637,2.3451440314637,0,,,
AMAG-US,2018-12-31,128.47,1.57430004486677,1.57430004486677,0,,,
AMAG-US,2019-12-31,182.515,2.82766889670355,2.82766889670355,0,,,
AMAL-US,2019-12-31,,10.8589506739259,10.8589506739259,0,,,
AMAL-US,2020-12-31,,11.1790557190006,11.1790557190006,0,,,
AMAL-US,2021-12-31,,12.5820038244445,12.5820038244445,0,,,
AMAL-US,2022-12-31,,15.4350519435087,15.4350519435087,0,,,
AMAM-US,2019-12-31,3.885,1.84678674006702,1.84678674006702,0,,,
AMAM-US,2020-12-31,2.375,,1.17979348046163,0,,,
AMAM-US,2021-12-31,14.125,1.26326151384188,1.26326151384188,0,,,
AMAO-US,2021-12-31,,1.09053192467161,1.09053192467161,0,,,
AMAO-US,2022-12-31,,2.18692225748183,2.18692225748183,0,,,
AMAOU-US,2021-12-31,,1.09053192467161,1.09053192467161,0,,,
AMAOU-US,2022-12-31,,2.18692225748183,2.18692225748183,0,,,
AMAP-US,2010-12-31,9.789,1.15532345483728,1.15532345483728,0,,,
AMAP-US,2011-12-31,17.803,1.18717415350697,1.18717415350697,0,,,
AMAP-US,2012-12-31,21.455,1.22087611961535,1.22087611961535,0,,,
AMAP-US,2013-12-31,35.804,1.69797577663597,1.13535543923748,0,,,
AMAT-US,2019-10-31,912.0,2.31738495252009,2.31738495252009,0,,,
AMAT-US,2020-10-31,1257.0,2.11315938740783,2.11315938740783,0,,,
AMAT-US,2021-10-31,1470.0,2.10867967665551,2.10867967665551,0,,,
AMAT-US,2022-10-31,1503.0,2.19173363949483,2.19173363949483,0,,,
AMBA-US,2020-01-31,30.582,1.17676623399811,1.17676623399811,0,,,
AMBA-US,2021-01-31,42.544,1.20696624671562,1.20696624671562,0,,,
AMBA-US,2022-01-31,46.063,1.20170658069798,1.20170658069798,0,,,
AMBA-US,2023-01-31,49.596,1.17176878605087,1.17176878605087,0,,,
AMBC-US,2019-12-31,,9.04739336492891,9.04739336492891,0,,,
AMBC-US,2020-12-31,,12.2638888888889,12.2638888888889,0,,,
AMBC-US,2021-12-31,,11.7129094412331,11.7129094412331,0,,,
AMBC-US,2022-12-31,,6.17731629392971,6.17731629392971,0,,,
AMBP-US,2020-12-31,0.479977,1.03733976581605,1.03733976581605,0,,,
AMBP-US,2021-12-31,,18.6188811188811,18.6188811188811,0,,,
AMBP-US,2022-12-31,,12.8901098901099,12.8901098901099,0,,,
AMBR-US,2015-12-31,8.071127,2.57868549339423,2.57868549339423,0,,,
AMBR-US,2016-12-31,9.930089,3.39220369428738,3.39220369428738,0,,,
AMBR-US,2017-12-31,6.783927,3.8968718450921,3.8968718450921,0,,,
AMBR-US,2018-12-31,8.764061,3.36169228803372,3.36169228803372,0,,,
AMBX-US,2012-12-31,1.151,,1.4852983927904,0,,,
AMBX-US,2013-12-31,3.719,,2.45275204704246,0,,,
AMC-US,2019-12-31,101.5,11.2632185801351,11.2632185801351,0,,,
AMC-US,2020-12-31,46.0,,-3.56188693632803,0,,,
AMC-US,2021-12-31,123.2,,-6.04721989382509,0,,,
AMC-US,2022-12-31,127.8,,-3.4808915983997,0,,,
AMCIU-US,2021-12-31,0.229733,1.08337873269418,1.08337873269418,0,,,
AMCIU-US,2022-12-31,2.257059,1.0680318773482,1.0680318773482,0,,,
AMCP-US,2004-12-31,,5.06871317881801,5.06871317881801,0,,,
AMCP-US,2005-12-31,,7.88519294686119,7.88519294686119,0,,,
AMCP-US,2006-12-31,,4.82376445550067,4.82376445550067,0,,,
AMCP-US,2007-12-31,,4.26802946710463,4.26802946710463,0,,,
AMCR-US,2019-06-30,378.400000001503,3.06026029595294,3.06026029595294,0,,,
AMCR-US,2020-06-30,476.500000000604,3.55435698999113,3.55435698999113,0,,,
AMCR-US,2021-06-30,523.000000000522,3.607892527288,3.607892527288,0,,,
AMCR-US,2022-06-30,471.000000003116,4.26898579127879,4.26898579127879,0,,,
AMCX-US,2019-12-31,218.794,8.40619663222591,8.40619663222591,0,,,
AMCX-US,2020-12-31,287.173,8.50566710710841,8.50566710710841,0,,,
AMCX-US,2021-12-31,301.498,6.75481971312015,6.75481971312015,0,,,
AMCX-US,2022-12-31,266.423,6.98131322894516,6.98131322894516,0,,,
AMD-US,2019-12-31,1084.0,2.13229571984436,2.13229571984436,0,,,
AMD-US,2020-12-31,1796.0,1.53537776254925,1.53537776254925,0,,,
AMD-US,2021-12-31,2424.0,1.65652927837802,1.65652927837802,0,,,
AMD-US,2022-12-31,3077.0,1.23433789954338,1.23433789954338,0,,,
AME-US,2019-12-31,161.776,1.92445985645174,1.92445985645174,0,,,
AME-US,2020-12-31,157.251,1.7409448030086,1.7409448030086,0,,,
AME-US,2021-12-31,236.47,1.7314301289137,1.7314301289137,0,,,
AME-US,2022-12-31,247.872,1.66268976763496,1.66268976763496,0,,,
AMED-US,2019-12-31,257.488,1.97165274416426,1.97165274416426,0,,,
AMED-US,2020-12-31,313.121,1.93666772117485,1.93666772117485,0,,,
AMED-US,2021-12-31,291.837,1.99384335229146,1.99384335229146,0,,,
AMED-US,2022-12-31,262.777,1.87932269086407,1.87932269086407,0,,,
AMEH-US,2019-12-31,5.074999,3.80431921346642,3.80431921346642,0,,,
AMEH-US,2020-12-31,8.348,2.47106014073949,2.47106014073949,0,,,
AMEH-US,2021-12-31,10.985,1.87517984820152,1.87517984820152,0,,,
AMEH-US,2022-12-31,18.01,1.74360825003346,1.74360825003346,0,,,
AMEV-US,1999-12-31,,1.0220884778622,1.0220884778622,0,,,
AMEV-US,2000-12-31,,1.03188346415941,1.03188346415941,0,,,
AMEV-US,2001-12-31,1.173,1.05466734242536,1.05466734242536,0,,,
AMEV-US,2002-12-31,1.613,1.20975434714352,1.20975434714352,0,,,
AMFH-US,1998-12-31,,3.55024383034012,3.55024383034012,0,,,
AMFH-US,1999-12-31,,3.54905617064194,3.54905617064194,0,,,
AMFH-US,2000-12-31,,3.64509394572025,3.64509394572025,0,,,
AMFH-US,2001-12-31,,4.81228114152025,4.81228114152025,0,,,
AMFW-US,2013-12-31,132.5,2.12477718360071,2.12477718360071,0,,,
AMFW-US,2014-12-31,369.54225,2.99649122807018,2.99649122807018,0,,,
AMFW-US,2015-12-31,297.7278,3.48467792370231,3.48467792370231,0,,,
AMFW-US,2016-12-31,238.48045,5.20019723865878,5.20019723865878,0,,,
AMG-US,2019-12-31,,2.60544680851064,2.60544680851064,0,,,
AMG-US,2020-12-31,,2.83804007626722,2.83804007626722,0,,,
AMG-US,2021-12-31,,3.18561584840655,3.18561584840655,0,,,
AMG-US,2022-12-31,,2.74928025260812,2.74928025260812,0,,,
AMGIA-US,1999-08-31,9.383,2.71737911107334,2.71737911107334,0,,,
AMGIA-US,2000-12-31,43.082,2.12581378236824,2.12581378236824,0,,,
AMGIA-US,2001-12-31,21.655,5.99350268494865,5.99350268494865,0,,,
AMGIA-US,2002-12-31,21.309,11.6284244316433,11.6284244316433,0,,,
AMGN-US,2019-12-31,6860.0,6.17254212757159,6.17254212757159,0,,,
AMGN-US,2020-12-31,7668.0,6.69019024338399,6.69019024338399,0,,,
AMGN-US,2021-12-31,8260.0,9.12910447761194,9.12910447761194,0,,,
AMGN-US,2022-12-31,9488.0,17.7877629063098,17.7877629063098,0,,,
AMH-US,2019-12-31,52.96,1.70571437461388,1.70560120222828,0,,,
AMH-US,2020-12-31,78.99,1.65729070574944,1.6571893633097,0,,,
AMH-US,2021-12-31,100.814,1.80915639243841,1.80911041392204,0,,,
AMH-US,2022-12-31,150.475,1.87426967338604,1.87424312887326,0,,,
AMHCU-US,2020-12-31,0.269451,1.20032167490482,1.20032167490482,0,,,
AMHCU-US,2021-12-31,3.011,1.35183693431917,1.35183693431917,0,,,
AMHCU-US,2022-12-31,4.238,1.35941537692073,1.35941537692073,0,,,
AMIC-US,2012-12-31,,1.5264517244028,1.5264517244028,0,,,
AMIC-US,2013-12-31,,1.64469751723869,1.64469751723869,0,,,
AMIC-US,2014-12-31,,1.81023149159205,1.81023149159205,0,,,
AMIC-US,2015-12-31,,1.94337952270978,1.94337952270978,0,,,
AMIS-US,2004-12-31,31.361,2.24866809296082,2.24866809296082,0,,,
AMIS-US,2005-12-31,23.9,2.47639772346836,2.47639772346836,0,,,
AMIS-US,2006-12-31,28.9,2.0561797752809,2.0561797752809,0,,,
AMIS-US,2007-12-31,32.1,1.86659364731654,1.86659364731654,0,,,
AMK-US,2019-12-31,36.892,1.42090862200053,1.42090862200053,0,,,
AMK-US,2020-12-31,42.355,1.39505542646836,1.39505542646836,0,,,
AMK-US,2021-12-31,50.317,1.41844547081097,1.41844547081097,0,,,
AMK-US,2022-12-31,53.612,1.37508323227086,1.37508323227086,0,,,
AMKR-US,2019-12-31,164.249,2.39116043425323,2.39116043425323,0,,,
AMKR-US,2020-12-31,208.35,2.15948452486758,2.15948452486758,0,,,
AMKR-US,2021-12-31,216.292,2.05234111279839,2.05234111279839,0,,,
AMKR-US,2022-12-31,194.827,1.8594216779984,1.8594216779984,0,,,
AML-US,2001-12-31,,2.78351728287518,2.14045591718632,0,,,
AML-US,2002-12-31,,3.05928405362178,2.30650194056235,0,,,
AML-US,2003-12-31,,3.05013096832995,2.42376518294239,0,,,
AML-US,2004-12-31,,2.67273138710023,2.23500858293685,0,,,
AMLI,2014-02-28,0.0072270653597724,1.76872330070837,1.76872330070837,0,,,
AMLI,2015-02-28,0.0048051896047732,,-0.928111967201523,0,,,
AMLI,2016-02-29,0.0057684925439244,1.07871541050018,1.07871541050018,0,,,
AMLI,2017-02-28,0.109049039223829,1.01076512000679,1.01076512000679,1,,,
AMLI-US,2019-02-28,0.0372338648443432,1.06991563286231,1.06991563286231,0,,,
AMLI-US,2020-02-29,0.0518933214139382,1.64761453057231,1.64761453057231,0,,,
AMLI-US,2021-02-28,0.136543443917852,1.09929719207459,1.09929719207459,0,,,
AMLI-US,2022-02-28,1.03986912129933,1.01410724131683,1.01410724131683,0,,,
AMLN-US,2008-12-31,145.423,4.88103706743731,4.88103706743731,0,,,
