,CPI,Unemployment Rate,GDP
1994-11-01,0.0026773761713521083,5.6,
1994-12-01,0.0020026702269690944,5.5,
1995-01-01,0.0026648900732844094,5.6,0.008987043827146657
1995-02-01,0.0026578073089700283,5.4,
1995-03-01,0.001988071570576455,5.4,
1995-04-01,0.003968253968254176,5.8,0.007804539283188916
1995-05-01,0.0019762845849802257,5.6,
1995-06-01,0.0019723865877712132,5.6,
1995-07-01,0.001312335958005173,5.7,0.01347157900207585
1995-08-01,0.001965923984272644,5.7,
1995-09-01,0.001308044473512071,5.6,
1995-10-01,0.0026126714565644082,5.5,0.011643829821849971
1995-11-01,0.0013029315960910726,5.6,
1995-12-01,0.0013012361743658385,5.6,
1996-01-01,0.005198180636777128,5.6,0.012335920117191312
1996-02-01,0.0019392372333548735,5.5,
1996-03-01,0.003225806451612856,5.5,
1996-04-01,0.0038585209003214604,5.6,0.02088996231540885
1996-05-01,0.0019218449711724261,5.6,
1996-06-01,0.0019181585677747748,5.3,
1996-07-01,0.0019144862795150708,5.5,0.012270629067677286
1996-08-01,0.001273885350318471,5.1,
1996-09-01,0.0031806615776082126,5.2,
1996-10-01,0.003170577045022105,5.2,0.0157860729654693
1996-11-01,0.003160556257901348,5.4,
1996-12-01,0.002520478890989386,5.4,
1997-01-01,0.0018856065367693908,5.3,0.012456035403402899
1997-02-01,0.0018820577164364583,5.2,
1997-03-01,0.0006261740763933155,5.2,
1997-04-01,0.0006257822277846437,5.1,0.01867469123143306
1997-05-01,0.0,4.9,
1997-06-01,0.0018761726078797558,5.0,
1997-07-01,0.0012484394506866447,4.9,0.016903504884769882
1997-08-01,0.0024937655860348684,4.8,
1997-09-01,0.0024875621890545485,4.9,
1997-10-01,0.0018610421836229296,4.7,0.011899585158325232
1997-11-01,0.0012383900928791824,4.6,
1997-12-01,0.0006184291898578831,4.7,
1998-01-01,0.0012360939431395046,4.6,0.011473199521738087
1998-02-01,0.0,4.6,
1998-03-01,0.0,4.7,
1998-04-01,0.0012345679012344402,4.3,0.011641485685413011
1998-05-01,0.002466091245376223,4.4,
1998-06-01,0.0012300123001232066,4.5,
1998-07-01,0.002457002457002311,4.5,0.016878827260535578
1998-08-01,0.001225490196078427,4.5,
1998-09-01,0.000611995104039087,4.6,
1998-10-01,0.0024464831804280607,4.5,0.018955395387199703
1998-11-01,0.0012202562538132788,4.4,
1998-12-01,0.001828153564899626,4.4,
1999-01-01,0.0018248175182480342,4.3,0.012663128251361622
1999-02-01,0.0,4.4,
1999-03-01,0.0006071645415908211,4.2,
1999-04-01,0.006674757281553312,4.3,0.012168706932512041
1999-05-01,0.0006027727546713546,4.2,
1999-06-01,0.0,4.3,
1999-07-01,0.004216867469879482,4.3,0.01683943562025192
1999-08-01,0.002399520095980767,4.2,
1999-09-01,0.00418910831837227,4.2,
1999-10-01,0.0017878426698449967,4.1,0.02204513728516
1999-11-01,0.0017846519928614857,4.1,
1999-12-01,0.002375296912114022,4.0,
2000-01-01,0.002962085308056972,4.0,0.010303864509787708
2000-02-01,0.0041346721795627595,4.1,
2000-03-01,0.00588235294117645,4.0,
2000-04-01,-0.0005847953216373547,3.8,0.024548750827194654
2000-05-01,0.0017554125219425565,4.0,
2000-06-01,0.005841121495327117,4.0,
2000-07-01,0.0029036004645761615,4.0,0.006874212019844617
2000-08-01,0.0,4.1,
2000-09-01,0.005211349160393786,3.9,
2000-10-01,0.001728110599078514,3.9,0.011395340159805478
2000-11-01,0.0017251293847038163,3.9,
2000-12-01,0.0022962112514350874,3.9,
2001-01-01,0.00572737686139746,4.2,0.0033046996936680895
2001-02-01,0.002277904328018332,4.2,
2001-03-01,0.0005681818181817455,4.3,
2001-04-01,0.0017035775127769437,4.4,0.012298582524110424
2001-05-01,0.005102040816326481,4.3,
2001-06-01,0.002256063169768563,4.5,
2001-07-01,-0.0016882386043892694,4.6,-9.24615529767081e-05
2001-08-01,0.0,4.9,
2001-09-01,0.003945885005636862,5.0,
2001-10-01,-0.0028074115665356336,5.3,0.005892138342822539
2001-11-01,-0.0005630630630630851,5.5,
2001-12-01,-0.0005633802816901179,5.7,
2002-01-01,0.0016910935738443378,5.7,0.011541241399882551
2002-02-01,0.0016882386043894915,5.7,
2002-03-01,0.002808988764045006,5.7,
2002-04-01,0.004481792717086819,5.9,0.009640654703945817
2002-05-01,0.001115448968209698,5.8,
2002-06-01,0.0005571030640667551,5.8,
2002-07-01,0.00222717149220486,5.8,0.008870755897151472
2002-08-01,0.002777777777777768,5.7,
2002-09-01,0.0016620498614958734,5.7,
2002-10-01,0.0022123893805308104,5.7,0.007045950306080462
2002-11-01,0.0016556291390728006,5.9,
2002-12-01,0.0016528925619836432,6.0,
2003-01-01,0.004400440044004306,5.8,0.010188191710784666
2003-02-01,0.005476451259583737,5.9,
2003-03-01,0.0016339869281045694,5.9,
2003-04-01,-0.0038064165307233333,6.0,0.012406962547147904
2003-05-01,-0.0016375545851528006,6.1,
2003-06-01,0.0010934937124111865,6.3,
2003-07-01,0.003276897870016393,6.2,0.02244393634589459
2003-08-01,0.004354926510615087,6.1,
2003-09-01,0.003252032520325132,6.1,
2003-10-01,-0.0010804970286331095,6.0,0.01777218661656188
2003-11-01,0.0005408328826392861,5.8,
2003-12-01,0.002702702702702675,5.7,
2004-01-01,0.004312668463611891,5.7,0.012844885686098317
2004-02-01,0.0021470746108425143,5.6,
2004-03-01,0.002142474558114671,5.8,
2004-04-01,0.0016034206306787535,5.6,0.015881984463050003
2004-05-01,0.004268943436499306,5.6,
2004-06-01,0.0037194473963868546,5.6,
2004-07-01,0.001058761249338236,5.5,0.015891599103924348
2004-08-01,0.0005288207297726721,5.4,
2004-09-01,0.003171247357294016,5.4,
2004-10-01,0.005268703898840821,5.5,0.018033438743137342
2004-11-01,0.004716981132075304,5.4,
2004-12-01,0.0,5.4,
2005-01-01,-0.0005216484089722861,5.3,0.01916403759048113
2005-02-01,0.0041753653444676075,5.4,
2005-03-01,0.0036382536382535413,5.2,
2005-04-01,0.0031071983428274663,5.2,0.012169383532255829
2005-05-01,-0.0005162622612286949,5.1,
2005-06-01,0.0005165289256197081,5.0,
2005-07-01,0.006195147134744561,5.0,0.01702328066304637
2005-08-01,0.0061570035915854415,4.9,
2005-09-01,0.013768485466598701,5.0,
2005-10-01,0.0015090543259557165,5.0,0.013814726141060607
2005-11-01,-0.0050226017076845375,5.0,
2005-12-01,0.0,4.9,
2006-01-01,0.006057546693589266,4.7,0.020635829352357637
2006-02-01,0.0005017561465128217,4.8,
2006-03-01,0.0015045135406217547,4.7,
2006-04-01,0.005007511266900355,4.7,0.011343641813170935
2006-05-01,0.002989536621823774,4.6,
2006-06-01,0.0024838549428713996,4.6,
2006-07-01,0.005450941526263575,4.7,0.00848981315489139
2006-08-01,0.004435682602267121,4.7,
2006-09-01,-0.004906771344455385,4.5,
2006-10-01,-0.004437869822485285,4.4,0.012211225976172635
2006-11-01,0.0004952947003467045,4.5,
2006-12-01,0.00544554455445545,4.4,
2007-01-01,0.001659281142294633,4.6,0.012542487086489862
2007-02-01,0.003878350545869269,4.5,
2007-03-01,0.005200121434097538,4.4,
2007-04-01,0.003000662483924943,4.5,0.013114489093746018
2007-05-01,0.004132994016629032,4.4,
2007-06-01,0.0023167517109623503,4.6,
2007-07-01,0.0017805958481715844,4.7,0.011250803876828419
2007-08-01,0.00030828070885302594,4.6,
2007-09-01,0.0042375533907650365,4.7,
2007-10-01,0.0030832378312801723,4.7,0.010363896417475926
2007-11-01,0.007858884267890387,4.7,
2007-12-01,0.002898014551732553,5.0,
2008-01-01,0.003447705076970342,5.0,-0.0005789987372118999
2008-02-01,0.0024178268779397882,4.9,
2008-03-01,0.003578027806118822,5.1,
2008-04-01,0.002314381020201539,5.0,0.010822601485135364
2008-05-01,0.0059174916566171465,5.4,
2008-06-01,0.0104782350098509,5.6,
2008-07-01,0.007141444751521009,5.8,0.0022399212791917034
2008-08-01,-0.0014884757278006422,6.1,
2008-09-01,0.0008550916822900323,6.1,
2008-10-01,-0.008598436564828615,6.5,-0.019517418586308954
2008-11-01,-0.017705477084725474,6.8,
2008-12-01,-0.008233522399403226,7.3,
2009-01-01,0.0025307713412614508,7.8,-0.012137490639680837
2009-02-01,0.003642660652187324,8.3,
2009-03-01,-0.000987282856538485,8.7,
2009-04-01,0.0010070825195886979,9.0,-0.003441642109412113
2009-05-01,0.0014714939189219844,9.4,
2009-06-01,0.008299612246622345,9.5,
2009-07-01,-0.00029796545463012247,9.5,0.004703768160121857
2009-08-01,0.0033484533777929926,9.6,
2009-09-01,0.0019308872334005134,9.8,
2009-10-01,0.003001931798703783,10.0,0.01400572030417302
2009-11-01,0.0033485905897676638,9.9,
2009-12-01,0.0005201763996427466,9.9,
2010-01-01,0.0006487322116246474,9.8,0.007737292568026133
2010-02-01,-0.0009517766497462166,9.8,
2010-03-01,0.00033136813619227823,9.9,
2010-04-01,0.00023004053314190642,9.9,0.014601333865235766
2010-05-01,-0.0005197720362644098,9.6,
2010-06-01,-0.00041879515854381655,9.4,
2010-07-01,0.0018692535416828804,9.4,0.01077516157502112
2010-08-01,0.0014613634796996067,9.5,
2010-09-01,0.001615249422961318,9.5,
2010-10-01,0.00348184629481163,9.4,0.01108647186523859
2010-11-01,0.0025338416234848005,9.8,
2010-12-01,0.004016576346828282,9.3,
2011-01-01,0.003243042200370194,9.1,0.00274170098855131
2011-02-01,0.00321447463006419,9.0,
2011-03-01,0.0051735482068338,9.0,
2011-04-01,0.0046940989750992035,9.1,0.013424857381531652
2011-05-01,0.003181714734507679,9.0,
2011-06-01,0.0,9.1,
2011-07-01,0.0026200368317570444,9.0,0.005794039789969396
2011-08-01,0.003154462166418792,9.0,
2011-09-01,0.0021715478580843772,9.0,
2011-10-01,0.0006752075270193281,8.8,0.012435006339597932
2011-11-01,0.0018478500551268873,8.6,
2011-12-01,0.00023770849015480877,8.5,
2012-01-01,0.0027241960540966836,8.3,0.014300107074376234
2012-02-01,0.002137446124946152,8.3,
2012-03-01,0.002093470387029228,8.2,
2012-04-01,0.0016607883500068255,8.2,0.008607360659364405
2012-05-01,-0.002068180132381081,8.2,
2012-06-01,-0.0008263631713106845,8.2,
2012-07-01,0.0002888099280600187,8.2,0.0069368299046437265
2012-08-01,0.00580952797585188,8.1,
2012-09-01,0.004771266277542319,7.8,
2012-10-01,0.0026967945804385884,7.8,0.006181423852545942
2012-11-01,-0.0016793444944266378,7.7,
2012-12-01,-0.00012108160467716456,7.9,
2013-01-01,0.001980788942180789,8.0,0.013871144213798425
2013-02-01,0.005429926752100966,7.7,
2013-03-01,-0.0028119191025899326,7.5,
2013-04-01,-0.002087979266581219,7.6,0.004835240637885763
2013-05-01,0.00041415548950163306,7.5,
2013-06-01,0.002380408205508555,7.5,
2013-07-01,0.001957452300544338,7.3,0.013458976188627236
2013-08-01,0.0023872906826962748,7.2,
2013-09-01,0.00037694469193350066,7.2,
2013-10-01,0.000535231048539142,7.2,0.014048795322923358
2013-11-01,0.0018444894273523804,6.9,
2013-12-01,0.0026441691584793148,6.7,
2014-01-01,0.0024241752904536895,6.6,0.0003326543554891259
2014-02-01,0.0011007786202441583,6.7,
2014-03-01,0.00204205530106516,6.7,
2014-04-01,0.0018641856050976013,6.2,0.018651871542641363
2014-05-01,0.0019030059035471947,6.3,
2014-06-01,0.001321132206079767,6.1,
2014-07-01,0.001125485286492811,6.2,0.016309608101328976
2014-08-01,-0.00016000134737970129,6.1,
2014-09-01,7.159100480080838e-05,5.9,
2014-10-01,-0.00019791390324119806,5.7,0.00605760609221595
2014-11-01,-0.0018826601524659647,5.8,
2014-12-01,-0.0030846094445592387,5.6,
2015-01-01,-0.0063703164417655556,5.7,0.008455188255924728
2015-02-01,0.0025346436802173855,5.5,
2015-03-01,0.0026939517808124425,5.4,
2015-04-01,0.0010424788961589382,5.4,0.011971913129488865
2015-05-01,0.003297745341246827,5.6,
2015-06-01,0.0027679208104607333,5.3,
2015-07-01,0.0015863197801873063,5.2,0.0066653960462552675
2015-08-01,-4.20108051790713e-06,5.1,
2015-09-01,-0.002247587519377592,5.0,
2015-10-01,0.0009894820166906904,5.0,0.0018210890711505279
2015-11-01,0.0011946174910508756,5.1,
2015-12-01,-0.0010755534268560574,5.0,
2016-01-01,-0.0004584435630738959,4.8,0.0049251600354258684
2016-02-01,-0.0013296753235823022,4.9,
2016-03-01,0.0031347962382444194,5.0,
2016-04-01,0.0038306451612901693,5.1,0.01002751116502476
2016-05-01,0.0023640958693178504,4.8,
2016-06-01,0.002775957287827202,4.9,
2016-07-01,-0.0005037007434789409,4.8,0.009669724325451323
2016-08-01,0.0018492217858316895,4.9,
2016-09-01,0.0026232097944252075,5.0,
2016-10-01,0.0023426874979268764,4.9,0.010413579595735856
2016-11-01,0.0011789477167711837,4.7,
2016-12-01,0.002524522158776188,4.7,
2017-01-01,0.004043076694815628,4.7,0.009990110207356517
2017-02-01,0.0015926573570097524,4.6,
2017-03-01,-0.00046720162618951733,4.4,
2017-04-01,0.001234152821740775,4.4,0.008223978692209144
2017-05-01,-0.0007739779600562935,4.4,
2017-06-01,0.0006516286618252209,4.3,
2017-07-01,0.0003276499715354486,4.3,0.013064286431928362
2017-08-01,0.0038486261632881824,4.4,
2017-09-01,0.005106389920997767,4.3,
2017-10-01,0.0007750522450138408,4.2,0.0174935299283816
2017-11-01,0.002668007428251684,4.2,
2017-12-01,0.0021068892447551058,4.1,
2018-01-01,0.004253344363511546,4.0,0.014546275386922547
2018-02-01,0.0026922876006090224,4.1,
2018-03-01,0.000192362410782021,4.0,
2018-04-01,0.002604406656061986,4.0,0.01241401687567234
2018-05-01,0.002257949781598212,3.8,
2018-06-01,0.0009011451720948305,4.0,
2018-07-01,0.0007808204989283585,3.8,0.010583496008340187
2018-08-01,0.0017873207703393845,3.8,
2018-09-01,0.002062281702117419,3.7,
2018-10-01,0.002339580144498754,3.8,0.005728090128579888
2018-11-01,-0.0007041919199911595,3.8,
2018-12-01,0.0006848935445813442,3.9,
2019-01-01,-0.0001938544192873204,4.0,0.00890463640484973
2019-02-01,0.002390015748779284,3.8,
2019-03-01,0.0034738396191409393,3.8,
2019-04-01,0.003969284269990103,3.6,0.013297963958055048
2019-05-01,0.0003095477859496043,3.7,
2019-06-01,-0.0005131419170355533,3.6,
2019-07-01,0.0020614597172743387,3.7,0.014473240892176609
2019-08-01,0.0014627373526019394,3.7,
2019-09-01,0.0017652181723744054,3.5,
2019-10-01,0.0028575772578953718,3.6,0.009592758128616596
2019-11-01,0.002173034162118226,3.6,
2019-12-01,0.0031535707497585275,3.6,
2020-01-01,0.0016278961858509078,3.5,-0.008943179260345602
2020-02-01,0.0008145554496077345,3.5,
2020-03-01,-0.004335616861074976,4.4,
2020-04-01,-0.007872185461251346,14.7,-0.08261898168535864
2020-05-01,-0.0008746856598409458,13.2,
2020-06-01,0.0043694404927541175,11.0,
2020-07-01,0.005027511226292525,10.2,0.08710312580992352
2020-08-01,0.004386746064318325,8.4,
2020-09-01,0.00238231994788185,7.9,
2020-10-01,0.0009883512992781007,6.9,0.017408918477949564
2020-11-01,0.0020246959114205154,6.7,
2020-12-01,0.004685349273234163,6.7,
2021-01-01,0.0023470147117750084,6.3,0.026138298155390816
2021-02-01,0.003761660003807288,6.2,
2021-03-01,0.004839969958807089,6.1,
2021-04-01,0.006628566251689394,6.1,0.030627050176801562
2021-05-01,0.006652416844789455,5.8,
2021-06-01,0.007878738209831537,5.9,
2021-07-01,0.004453742067349387,5.4,0.02303806715695056
2021-08-01,0.004069707540365952,5.2,
2021-09-01,0.004243779088943578,4.8,
2021-10-01,0.009101259725283528,4.5,0.03464815709850355
2021-11-01,0.007916187500452088,4.2,
2021-12-01,0.007807370358543286,3.9,
2022-01-01,0.006094977695656922,4.0,0.015190388585855752
2022-02-01,0.007116090290482324,3.8,
2022-03-01,0.010055865921787532,3.6,
2022-04-01,0.003962125006957251,3.6,0.020582309019623324
2022-05-01,0.009206163313248528,3.6,
2022-06-01,0.011879094167570825,3.6,
2022-07-01,-0.00033929589316261666,3.5,0.01763080123673899
2022-08-01,0.002348724493259402,3.7,
2022-09-01,0.00412772585669785,3.5,
2022-10-01,0.0048830002124511385,3.7,0.015917358960053196
2022-11-01,0.0020504250185411355,3.6,
2022-12-01,0.001312801827205723,3.5,
2023-01-01,0.00517074149637109,3.4,0.0153434484210615
2023-02-01,0.003700055900125232,3.6,
2023-03-01,0.0005304195618733853,3.5,
2023-04-01,0.003677834914912914,3.4,0.009301660004562562
2023-05-01,0.0012412600109599214,3.7,
2023-06-01,0.0018035305676999958,3.6,
2023-07-01,0.0016686358983810656,3.5,0.020712070038619634
2023-08-01,0.006311853536083767,3.8,
2023-09-01,0.0039573055059440865,3.8,
2023-10-01,0.000448808219044583,3.9,
