,precision,recall,f1-score,support
0,0.8039999999999999,0.8200000000000001,0.806,339.2
1,0.194,0.13799999999999998,0.124,75.8
2,0.0,0.0,0.7380000000000001,415.0
3,0.5,0.48,0.466,415.0
4,0.716,0.7380000000000001,0.718,415.0
