accuracy,f1,weightedPrecision,weightedRecall,precisionByLabel,recallByLabel,logLoss,hammingLoss
0.9583941605839416,0.9369541196514203,0.9508571031623047,0.9569343065693431,0.9590643274853801,0.9992378048780488,0.18764039681884156,0.043065693430656936
