Ticker,date,FF_PRICE_CLOSE_FP,ff_debt_entrpr_val,ff_tot_debt_tcap_std,ff_fix_assets_com_eq,ff_debt_eq,ff_debt_com_eq,ff_inven_curr_assets,ff_ltd_com_eq,ff_liabs_lease,ff_ltd_tcap,ff_sales_wkcap,ff_bps_gr,ff_oper_inc_tcap,ff_assets_gr,ff_fcf_yld,ff_mkt_val_gr,ff_earn_yld,ff_pbk_tang,ff_zscore,ff_entrpr_val_sales,ff_psales_dil,Implosion_Next_Year,CPI,Unemployment Rate
CTHR-US,2022-06-30,1.22,0.178652,5.85410885734908,7.87234853852059,6.21812432961095,6.21812432961095,30.7387338836202,4.77990553272422,2.846805,4.50008488623506,1.48275241833657,4.04417491633945,4.54181508584891,8.06481020401113,-2.41823,-57.9181,6.21311,0.63267,2.89809,0.481087,0.886666,0,0.011879094,3.6
CTKB-US,2022-12-31,10.21,0.0323941,7.77472741939681,6.48138351026934,8.43014848516912,8.43014848516912,10.6061406986476,7.09601570674473,12.312,6.54431982790774,0.405047162822855,3.74691252030802,-0.261087546731201,12.8085122887766,-1.39208,-36.683,0.182174,3.3642,9.65178,6.74715,8.62444,0,0.001312802,3.5
CTLM-US,2007-12-31,1.15,0.122256,5.69151963574274,4.7998390665862,6.03500301750151,6.03500301750151,5.99294193134424,0.0,0.0,0.0,1.57880949502277,-39.911851620256,-55.5568203376968,-33.2958380202475,-43.6664,-45.5156,-37.3913,1.93025,-4.97965,0.313193,1.21441,0,0.002898015,5.0
CTLP-US,2022-06-30,5.6,0.0526826,10.3788859196513,9.66250725293784,11.5808490288865,11.8125649576301,14.5164609053498,10.3906703308615,2.366,9.12956520277652,3.60629865907453,3.69533599740183,-0.818501151279853,7.14088323729939,-4.2847,-52.8288,-0.596429,5.51922,1.74301,1.71369,1.94011,0,0.011879094,3.6
CTLT-US,2022-06-30,107.29,0.18814,47.2845206684257,67.1532846715328,89.6976016684046,89.6976016684046,24.0740740740741,88.7591240875912,302.0,46.7897977132806,2.61822125813449,16.4986443206095,8.75109938434477,15.3094820017559,-1.17816,4.32519,2.6338,26.3886,3.01206,4.73501,3.9556,0,0.011879094,3.6
CTMI-US,2004-09-30,8.07,0.0519285,6.71138900535331,43.339238956268,7.19422117426364,7.19422117426364,36.7998691120369,4.186912965882,7.875,3.90591294942608,2.27023728123958,12.6759671778868,17.6227889482351,9.44975626282208,1.8881,-42.7011,4.95663,1.59699,4.20333,1.05885,0.93957,0,0.003171247,5.4
CTRA-US,2022-12-31,24.57,0.120556,17.0214159407951,141.093293309108,20.5130228887135,20.5308476182953,2.8493894165536,19.582905442768,298.0,16.2355098565721,9.34577603143418,14.2033573852843,37.6056061300675,0.458851391355832,8.93465,22.1174,20.6659,1.49109,3.24875,2.26597,2.06343,0,0.001312802,3.5
CTRL-US,2018-12-31,17.6,0.0,0.0,4.68288853242354,0.0,0.0,24.3563407285675,0.0,0.0,0.0,2.02742845236855,15.0201314902624,10.2569942863235,19.5234431465809,5.90199,-39.2943,9.06307,2.84284,7.41142,1.43241,1.77539,0,0.000684894,3.9
CTRN,2021-01-31,59.0,0.284037,54.0927772868184,148.616424459464,117.830646442671,117.830646442671,42.4824702792482,89.1183983768654,145.828,40.911781621288,12.716430995016,4.9395376471654,9.03898217116245,7.87138899881283,15.2777,130.945,3.9361,3.56122,3.22136,0.866626,0.777727,1,0.002347015,6.3
CTS-US,2022-12-31,39.42,0.0893996,17.7652440609243,23.705316223648,21.6030848004046,21.6030848004046,19.1122298624754,20.8255633869591,21.754,17.1258512242034,2.75230738927345,10.9151791292179,15.2690778187867,12.6455688963402,8.1179,5.69212,4.68798,5.08059,5.65512,2.0844,2.16543,0,0.001312802,3.5
CTSH-US,2022-12-31,57.19,0.0538506,11.1648383371824,16.0614184742871,12.5680396457876,12.5680396457876,0.0,11.0488260622309,722.0,9.81524249422633,4.957387088543,5.878765323993,21.5213625866051,0.0,5.63312,-37.5033,7.71516,5.35992,6.04001,1.47867,1.52777,0,0.001312802,3.5
CTSO-US,2022-12-31,1.55,0.286762,34.0338105155119,65.9984475465183,51.5928139365647,51.5928139365647,10.2536068828355,51.2848589311998,13.142005,33.8306643503738,1.4426537105899,-43.4707390449458,-57.5950566442496,-29.3654634093245,-50.8178,-63.0072,-48.5806,2.17502,-4.77972,1.83474,1.94698,0,0.001312802,3.5
CTV-US,2022-12-31,1.71,0.119185,10.3686615886834,8.36797327221165,11.5681208966241,11.5681208966241,0.0,10.5065848257643,1.636,9.41719260065288,1.74976599493686,13.5243451497908,-12.7068552774928,26.3087986298971,-4.34449,-71.074,-8.23392,3.87809,2.19924,1.57237,1.75896,0,0.001312802,3.5
CTVA-US,2022-12-31,58.78,0.0430214,6.4932185224879,18.6309382657497,6.94411508971623,6.94411508971623,40.5537362310211,6.37894237609675,333.0,5.96474370819321,2.88464716575773,1.50835045134595,6.99212831220666,0.647081050443983,-0.354576,22.0801,2.69343,6.98796,2.20763,2.33974,2.43977,0,0.001312802,3.5
CUE,2021-12-31,11.31,0.0335632,13.3071193526819,18.2034628557789,15.3497266050767,15.3497266050767,0.0,7.81954035596858,5.121179,6.77898437393482,0.268341473984533,-21.7763555172639,-57.8623515833558,-16.2084286945741,-12.0555,-4.07836,-12.481,5.56114,8.13824,20.0464,23.6818,1,0.00780737,3.9
CULP-US,2022-04-30,6.46,0.13742,7.92174569662973,47.9318164701551,8.60327528639928,8.60327528639928,62.1006568634769,5.90957397846043,7.062,5.44143255613259,3.95120611096221,-6.73012406739478,0.522414510486816,-17.0576420029895,-36.3629,-54.6585,-4.06037,0.675921,3.58902,0.253746,0.268225,0,0.003962125,3.6
CULS-US,2006-12-31,8.05,0.128029,12.6964620658431,77.3484960734924,14.5428952437398,14.5428952437398,70.3925256698838,12.401837309231,1.604,10.8272427397969,21.5221015897635,11.207754963854,15.0928141776082,8.87129271437782,5.12019,4.87441,7.82609,1.20133,5.69073,0.138116,0.153854,0,0.005445545,4.4
CUNO-US,2004-10-31,57.5,0.0827101,25.3426934832824,40.3630766586322,33.9453627055344,33.9453627055344,26.4317303767814,29.5215623156587,75.569,22.0400032665251,3.59910536982824,20.9932007695165,14.3088382836744,51.5892949335119,0.820535,46.3126,3.35652,8.26607,5.36168,2.98788,2.80719,0,0.005268704,5.5
CURI,2021-12-31,5.93,0.0,0.0,0.828727575879211,0.0,0.0,0.0,0.0,0.0,0.0,1.09103574982776,84.6889118523503,-32.4074474326119,145.587222755235,-23.9632,-43.3705,-17.1973,1.9799,2.0361,3.13957,4.30963,1,0.00780737,3.9
CUZL20-US,1998-12-31,10.22,0.40755,38.359082914085,95.0259292947884,62.2299024761501,62.2299024761501,31.495196695467,56.1432599865331,0.0,34.6072206318471,3.79683879827129,7.28084640754554,4.8529435774351,0.608506628516322,-5.54508,-42.1856,1.1184,0.532394,1.96445,0.561699,0.450054,0,0.001828154,4.4
CV-US,2011-12-31,35.1,0.339277,46.9008447173446,156.204270680281,88.326913051034,90.9798101091164,7.20361662270138,90.6378424338253,2.471,46.7245575518961,14.0801596931387,-2.63948554539487,4.26376558613079,9.21834241768508,-8.08361,62.1544,1.1396,1.76355,1.39342,1.99891,1.31601,0,0.000237708,8.5
CVAC,2021-12-31,34.3099994968,0.00598235,4.02750052773941,29.1067517240979,4.19651520169185,4.19651520169185,5.97424094619364,3.69264869073141,28.9110356,3.54392724341406,0.183837062261855,-13.2472465498938,-152.5646089413,-28.7725060709336,-15.8784,-56.1166,-7.62518,8.34889,3.51066,45.1167,52.4273,1,0.00780737,3.9
CVCO-US,2022-03-31,243.84,0.014853,3.47115833912576,21.791427590899,3.5959805167047,3.5959805167047,32.7866451109167,2.88925950232102,19.127,2.78896873016722,3.60633141236635,23.9471440093811,23.0142807659493,21.3418740472331,5.55877,2.82583,8.75172,3.14817,7.28957,1.23906,1.39214,0,0.010055866,3.6
CVD-US,2014-12-31,103.84,0.0462559,13.1468928633407,51.5753304391526,15.1369286566279,15.1369286566279,3.49719968046787,15.1369286566279,0.0,13.1468928633407,2.65161746578202,5.06564031203849,15.8857587597747,-0.738371145625203,2.57671,18.4254,3.11055,3.83131,6.78634,2.00203,2.21141,0,-0.003084609,5.6
CVE-US,2022-12-31,19.3881693051404,0.192907,29.6853485694864,141.71563735817,42.2178706121265,43.027682300329,34.6902654867257,41.4643160734745,1865.75150374553,28.6067622058983,15.7916569694547,14.5711882118657,27.8468059787381,-5.06746297405271,13.4393,50.6386,13.025,2.0798,3.20902,0.866785,0.756911,0,0.001312802,3.5
CVGI-US,2022-12-31,6.81,0.488014,59.931906939484,78.6796067977341,149.57514161946,149.57514161946,41.976588382537,134.171942685771,19.561,53.7601388564371,5.99469270842876,-7.06391089061499,9.60646216495878,-7.3715808569352,22.3607,-13.8335,-9.97797,1.99784,2.78113,0.374834,0.224333,0,0.001312802,3.5
CVGW-US,2022-10-31,34.59,0.0981825,22.964779900361,75.4771627480257,29.8107539261365,29.8107539261365,40.7880707226634,25.9885049200381,56.587,20.0203019657569,50.2117532987648,-1.65656945898572,3.68761302928888,-13.393743180318,3.29545,-13.7314,-1.02284,3.28879,5.70141,0.566825,0.512952,0,0.004883,3.7
CVI-US,2022-12-31,31.34,0.362661,75.6086357372531,430.696798493409,309.981167608286,309.981167608286,39.1713747645951,306.026365348399,82.0,74.6440055121727,70.7532467532468,-3.97832319240258,47.2668810289389,5.34215212414144,9.30256,86.4366,14.7001,5.93339,3.72759,0.416545,0.289067,0,0.001312802,3.5
CVLG-US,2022-12-31,34.57,0.277364,32.2634470693678,108.115812138054,47.6307778791286,47.6307778791286,1.57911756251796,36.3873804119556,46.86,24.6475571928148,18.2889907567446,33.3503675948901,14.4335859270741,22.0120965799351,10.1507,5.77969,20.2514,1.73111,3.03239,0.532214,0.441025,0,0.001312802,3.5
CVLT-US,2022-03-31,66.35,0.00556915,5.90266922174365,47.466862630898,6.27294012797611,6.27294012797611,0.0,4.40528634361233,11.27,4.14525686247825,8.54939622515747,-32.1993410505678,17.5660316981576,-9.43838512890463,5.51093,-1.49376,1.07325,23.72,2.82716,3.74431,4.07105,0,0.010055866,3.6
CVNA,2021-12-31,231.79,0.239819,94.9909968898347,630.392156862745,1896.40522875817,1896.40522875817,64.3704006541292,1166.33986928105,515.0,58.4220003273858,6.4005994005994,-32.831872906332,-1.70240628580782,131.172461246894,-17.579,13.7344,-0.703352,71.1429,3.94789,1.88835,1.49784,1,0.00780737,3.9
CVRX-US,2022-12-31,18.35,0.0255195,6.09464503810228,1.86114673017036,6.49019967026928,6.49019967026928,5.66171324403067,6.2868657263235,0.117,5.90370357628197,0.195740047042425,-26.0480301435761,-36.5773312920372,-18.0998767601017,-11.5086,51.7649,-10.9951,3.46793,9.68878,12.3579,16.7688,0,0.001312802,3.5
CVV-US,2022-12-31,5.51,0.0183895,1.42833193629505,42.8449947277118,1.44902887853328,1.44902887853328,10.7278721785443,1.18711520800027,0.0,1.17015926236379,1.66599974183555,0.164239167240602,-6.11232187761945,6.72152800276116,-1.26939,34.1582,-0.604356,1.27229,3.69734,0.897429,1.43743,0,0.001312802,3.5
CVX-US,2022-12-31,179.49001,0.0764505,14.663652144097,92.8246757323489,17.1833603294785,17.1833603294785,16.3816220725821,15.2528220388996,3323.0,13.0162012729572,14.6493957235823,15.4086692307308,22.2242461907721,7.58720020038825,8.03422,51.7964,10.1849,2.22413,4.67106,1.51463,1.47317,0,0.001312802,3.5
CWAN-US,2022-12-31,18.75,0.0227354,22.1305389186956,14.5361585924659,28.4200489015698,28.4200489015698,0.0,25.2288318906504,19.505,19.6455554303578,1.06048881758988,27.4554843143816,1.50728506669671,39.9488921799228,1.44419,-12.3577,-0.2288,18.2684,15.8212,11.1036,11.4666,0,0.001312802,3.5
CWCO-US,2021-12-31,10.64,0.0224598,1.83416359784639,35.7564925802021,1.8684337054422,1.8686374450482,3.25578871916896,1.4530383601335,2.137394,1.42623175699155,0.965564915074739,-2.71143590235931,3.21251627650871,-1.15865296731318,0.192511,-11.1181,0.531015,1.12842,9.5036,1.96056,2.43631,0,0.00780737,3.9
CWEI-US,2016-12-31,119.26,0.436075,84.0826116530461,533.315060642493,528.243766001582,528.243766001582,4.08453292690269,528.243766001582,0.0,84.0826116530461,0.316576408222417,-63.0152944774884,-8.95693318764216,15.4367304129153,-6.03807,484.308,-17.4996,13.0981,1.14102,11.7132,10.0569,0,0.002524522,4.7
CWST-US,2022-12-31,79.31,0.140284,56.9375590281502,163.208073910424,132.220927897168,132.220927897168,6.49318726232534,129.013858204459,97.005,55.5565165348011,36.3161083034907,17.2174389242143,8.83926007673227,12.9041430997678,2.1033,-6.64541,1.29278,31.1387,3.42508,4.32482,3.78369,0,0.001312802,3.5
CWT-US,2022-12-31,60.64,0.261806,46.4021738688275,232.000925932953,86.5747311379109,86.5747311379109,4.25127311485949,80.9299554489636,16.513,43.3766968095709,956.419209039496,8.10029936910345,5.32573455532098,5.87527234869219,-4.19135,-12.6567,2.91243,2.66736,1.29267,5.14756,3.89467,0,0.001312802,3.5
CXDO-US,2022-12-31,1.9,0.103821,9.62418799319876,10.6032465809595,10.6490749897489,10.6490749897489,5.89973064558172,8.53132009937529,0.85,7.71024981470986,33.5903398926655,-45.9780303587795,-10.1560796965601,-27.8903981750311,-2.66605,-55.7686,-81.2526,9.23759,0.273518,1.13237,1.1606,0,0.001312802,3.5
CXW-US,2022-12-31,11.56,0.533138,49.1953732721771,162.079309805586,96.832466727357,96.832466727357,0.0,82.9941608815365,103.957,42.1648736417535,29.3286447654921,9.1750926588917,6.23991822501174,-7.26417558699241,5.17885,10.8418,8.88408,0.936205,1.04798,1.40985,0.746085,0,0.001312802,3.5
CY-US,2019-12-31,23.43,0.082301,26.8530572754609,14.3643986087404,36.7111136504853,36.7111136504853,27.3527872439044,35.4109381956001,38.211,25.9020186801575,4.5220659877132,-3.72858307009737,4.83348553015691,-3.71223987772172,3.13644,90.9832,0.44857,19.6978,4.07198,4.24952,4.08823,0,0.003153571,3.6
CYAN-US,2022-03-31,3.37,0.321056,30.6314965114623,80.4228459998974,44.1576435572433,44.1576435572433,58.2021642892277,39.6264176117412,3.386,27.4882528833832,3.1432316700166,12.7654992714248,9.16275096112772,3.08489486051699,6.92769,3.55967,10.362,1.07259,1.97022,0.745167,0.577907,0,0.010055866,3.6
CYBE-US,2021-12-31,46.5,0.00971768,3.92645040624734,6.60632568958107,4.08692134604202,4.08692134604202,39.3718084044162,2.99471595074963,2.369,2.87712991413547,1.71962928637627,19.1321220163285,17.4109474246712,22.9640222790908,2.65129,107.669,3.63828,4.44288,13.5849,3.58605,3.77768,0,0.00780737,3.9
CYBS-US,2009-12-31,20.11,0.0,0.0,3.82421908398474,0.0,0.0,0.0,0.0,0.0,0.0,2.21631878557875,3.91945218971059,3.17951199457165,6.66421075973361,2.8954,71.2919,0.745898,9.0169,18.3262,4.97394,5.45687,0,0.000520176,9.9
CYCC,2014-12-31,167.975865619308,0.0,0.0,1.78439690151236,0.0,0.0,0.0,0.0,0.0,0.0,0.0806249128190822,-35.3837373015663,-103.453522685356,-17.2663288288288,-125.018,-79.1468,-127.161,0.748677,-15.029,-5.08791,8.86192,1,-0.003084609,5.6
CYCN,2021-12-31,1.72,0.0,0.0,3.04066658375824,0.0,0.0,0.0,0.0,0.0,0.0,0.0888398088884882,-36.3954766047065,-94.7518965302823,-48.5768517394997,-52.6915,-28.3335,-76.7093,1.5476,-2.61239,3.39084,17.0796,1,0.00780737,3.9
CYMI-US,2012-12-31,90.43,0.0,0.0,22.546880418256,0.0,0.0,33.4155624108398,0.0,0.0,0.0,1.01018389144684,-2.18305190181136,3.07036730774361,10.2922789045254,-0.792176,86.2445,-1.29382,3.9206,8.21276,4.68577,5.22492,0,-0.000121082,7.9
CYNI-US,2014-12-31,2.5,0.455485,64.656169589953,39.7274913171253,182.93481164841,182.93481164841,13.6059962358431,182.93481164841,0.0,64.656169589953,1.61936149296546,-62.6821676177899,-62.6625905904016,-4.80990783410138,-39.5656,-51.9604,-50.4,3.94947,-1.43261,1.19685,1.16826,0,-0.003084609,5.6
CYNO-US,2016-12-31,45.6,0.0217378,4.12005043499128,10.5270321892275,4.29709282668926,4.29709282668926,22.4386180986895,4.10696957588903,18.707,3.93776035801266,1.85924795004632,7.92922364689954,5.75497771893228,9.70745029086623,2.92037,6.53182,1.31579,3.43967,6.48329,2.07692,2.49346,0,0.002524522,4.7
CYPB-US,2009-12-31,5.77,0.0,0.0,0.905526925421237,0.0,0.0,0.0,0.0,0.0,0.0,0.194548837718036,-13.1609388852279,-20.4763486598759,0.84321308536219,-1.37544,-14.6013,-12.825,1.86612,2.7555,2.87005,8.05293,0,0.000520176,9.9
CYSV-US,2002-12-31,2.7,0.0,0.0,2.06884985973899,0.0,0.0,0.0,0.0,0.0,0.0,0.0615045152994126,-13.4546627194306,-19.3445847054519,-14.3998163019598,-20.6453,-6.77783,-33.3333,0.584915,6.11635,2.23401,18.6084,0,0.001652893,6.0
CYTH,2021-12-31,3.73,0.0233637,1.07929444512824,0.492723806990911,1.09107002785821,1.09107002785821,1.17016402526505,0.115072470962769,0.0,0.113830529229274,0.101615857434981,-14.8844108719962,-90.198796302433,37.5872746787347,-63.2473,51.0467,-60.1287,2.00017,0.0437194,4.61525,14.9836,1,0.00780737,3.9
CZOO,2021-12-31,120.6,0.108663,32.29869819947,38.4428350516189,47.7076470861375,47.7076470861375,57.4061011056561,19.6551515501154,96.9434043,13.3067934965606,1.9023701457879,55.1895630324016,-31.3493198439761,99.6989125098509,-20.1501,-49.3013,-18.558,7.4627,3.96369,4.60146,4.38553,1,0.00780737,3.9
DAC-US,2022-12-31,52.6599997635,0.382041,16.3909592750182,113.740590388898,19.6042905561366,19.6042905561366,4.32163555880071,17.457411184285,44.5420000002139,14.5959740266803,6.89276544961069,24.8355329411352,20.128593423912,-6.25556053323174,60.6258,-30.7073,51.8471,0.418532,2.48322,1.32267,1.08682,0,0.001312802,3.5
DADE-US,2006-12-31,39.81,0.12786,38.6504927975739,60.36826495304,63.0004943153732,63.0004943153732,26.6170899396661,61.1715274345032,2.1,37.5284306292646,5.03532136653156,-5.36362861118756,17.0583775587566,4.15417083194492,3.62673,-8.35773,3.41623,10.9736,3.62297,2.29253,2.01344,0,0.005445545,4.4
DAIO-US,2022-12-31,3.97,0.0901895,10.738976083707,16.751269035533,12.0309801664137,12.0309801664137,28.2492258766424,7.84970432780365,1.5,7.0067264573991,1.37760964787531,-5.88051379588859,-3.49869207772795,-6.51133978043156,-6.14378,-11.9312,-3.2267,1.83165,4.02161,1.0526,1.43295,0,0.001312802,3.5
DAKT-US,2022-04-30,3.35,0.0642147,4.44351330859172,34.852581904742,4.65014303313775,4.65014303313775,42.3188588342728,3.4448017372784,0.0,3.29173151362784,5.88172436366437,-0.716718474841673,2.01823696077258,17.5155398705633,-31.2239,-45.8754,0.391045,0.824348,2.36562,0.227052,0.248526,0,0.003962125,3.6
DALN-US,2022-12-31,3.862,1.65394,59.4070133963751,179.964409932864,146.347973792769,146.347973792769,5.68596765779864,133.834829733883,16.546,54.3275545048595,5.98629102757689,-70.9631635452102,-28.9827948515892,-31.4711906839131,-130.684,-46.4726,-47.3408,1.67203,-5.97628,0.0726136,0.137213,0,0.001312802,3.5
DAN-US,2022-12-31,15.13,0.57787,63.6938202247191,161.444229529336,175.435203094778,175.435203094778,42.0214155131888,169.245647969052,320.0,61.4466292134832,7.52296296296296,-18.8118849032731,5.94569288389513,-2.39779874213837,6.53574,-34.0994,-11.1381,1.98821,1.98334,0.463634,0.213929,0,0.001312802,3.5
DANG-US,2015-12-31,7.19,0.0565059,14.7663873686481,27.2585691361018,17.3246054560778,17.3246054560778,58.0551905632084,0.0,0.0,0.0,16.7216234795363,21.8738904012309,-0.296962282247047,-2.21539995067283,-1.46647,-22.3609,2.5452,2.94249,2.33538,0.276036,0.402832,0,-0.001075553,5.0
DAP-US,2001-05-31,14.0,0.463989,37.6921015531243,119.837500233745,60.4932961834059,60.4932961834059,90.9812653217282,60.1193036258578,0.0,37.4590746501684,4.60004866180049,5.77310002847554,8.18798280261456,-6.92200610464745,3.79311,44.5854,7.5,0.729011,2.28247,0.632187,0.353471,0,0.005102041,4.3
DAR-US,2022-12-31,62.59,0.258958,48.4205811065553,69.5249936794816,93.8757786445501,93.8757786445501,41.1221679790635,90.7495701653679,141.703,46.8081009395956,11.4318586369972,16.6916523850293,9.39898897366243,50.0289872651673,4.11231,-10.1315,7.18134,10.2848,2.6318,2.12036,1.5774,0,0.001312802,3.5
DARA-US,2014-12-31,0.88,0.0499532,0.211957959771083,0.255796800890823,0.212408175806911,0.212408282651118,1.92598015677049,0.159649339140698,0.022217,0.159310869523129,0.188114798561857,-33.9784805143682,-67.4053847461115,122.23804445989,-63.4613,3.94027,-71.5909,1.74095,-3.44878,0.313666,6.67306,0,-0.003084609,5.6
DARE,2016-12-31,7.082,-5.1192,49.4408452876755,5.09495843185112,97.7881168484479,97.7881168484479,0.0,33.85706658531,0.0,17.1178466759216,0.0385874767014256,-74.5801176388742,-143.274718494524,-51.8210290827741,-173.615,-73.2362,-200.508,1.56306,-9.55525,-3.26957,25.6195,1,0.002524522,4.7
DASH-US,2022-12-31,48.82,0.0337597,7.03372333103923,15.8868818477939,7.56588688184779,7.56588688184779,0.0,6.75155463429079,456.0,6.27666896077082,3.07616822429907,28.0978371029906,-13.2415691672402,43.7656043471875,0.529439,-62.9589,-7.52806,5.28091,3.85556,2.29931,2.75443,0,0.001312802,3.5
DATA-US,2018-12-31,120.0,0.0,0.0,9.32699280277431,0.0,0.0,0.0,0.0,0.0,0.0,1.35821020098913,28.2855513892566,-8.85461012149943,16.8666602325573,1.35389,81.804,-0.777,10.4246,10.6573,7.69762,8.58253,0,0.000684894,3.9
DATE-US,2015-12-31,7.45,0.0,0.0,19.3547277779306,0.0,0.0,0.00792672280357471,0.0,0.0,0.0,2.08257968518544,7.68009383761513,1.56993189744623,46.4193666228183,3.15268,56.8297,1.8255,3.31624,2.82894,1.09871,1.99238,0,-0.001075553,5.0
DAVA-US,2022-06-30,88.27,0.0136014,11.4397691264792,16.656845141118,12.9175014963383,12.9175014963383,0.0,10.1679365321464,53.43458555,9.00474805080703,3.5871030989561,73.1205958792166,21.8960837180265,15.5262305422458,2.75242,-16.1705,2.22341,12.8166,12.445,5.73513,5.88487,0,0.011879094,3.6
DBI-US,2022-01-31,12.79,0.527751,71.2333172199284,219.208479228703,247.624370750444,247.624370750444,64.1455629741768,198.587037701627,593.429,57.126903177968,20.583410067032,67.482564357704,14.0385424274321,1.92447112332066,14.0043,5.78972,15.6317,3.0943,2.30697,0.605331,0.309161,0,0.006094978,4.0
DBTK-US,2009-12-31,9.99,0.0,0.0,2.69481287969773,0.0,0.0,0.0,0.0,0.0,0.0,0.960899981529368,21.6879395184857,8.89884370260627,15.0643744319903,9.62997,11.7656,5.80581,2.42325,4.56126,1.63854,2.79452,0,0.000520176,9.9
DCAI-US,2009-12-31,7.18,0.103512,17.7183478577393,49.6591027375872,21.5337774539398,21.5337774539398,9.55566937704078,21.3360049963568,0.0,17.5556174121577,5.53104026845638,8.73814892287633,14.4958567972079,-4.84276024791783,6.06876,2.79245,4.17827,3.14236,4.33318,0.808353,0.698468,0,0.000520176,9.9
DCBO-US,2022-12-31,33.0196686224584,0.0033662,1.57007737726409,2.42545952104718,1.59512202735535,1.59512202735535,0.0,0.880282606094344,1.692,0.866461488040066,0.809952109723874,0.642479474435245,-3.54726875157398,5.05909062290515,0.295094,-50.7711,0.642647,5.87213,7.9295,6.3733,7.86531,0,0.001312802,3.5
DCCA-US,2000-12-31,2.46875,0.0240312,0.601191300734174,6.86493115558281,0.604827470873516,0.604827470873516,8.25777708300766,0.19510563576565,0.047,0.193932677656185,0.998208888391358,-11.3308994554966,-35.6725308214434,6.37986894350929,-33.9905,-81.1178,-48.6076,1.21658,0.960331,0.506333,1.6127,0,0.002296211,3.9
DCGO-US,2022-12-31,7.07,0.0335234,6.81839569451091,14.4098448305213,7.31731957202784,7.31731957202784,0.0,5.19405351081639,12.955146,4.83990233672345,2.5772848224734,21.6655722155339,7.94486450845417,27.0265695269303,3.52614,-22.6654,4.74965,3.42564,5.53197,1.35385,1.6527,0,0.001312802,3.5
DCI-US,2022-07-31,54.41,0.0947531,37.9408543263965,56.3978115072361,61.136604306389,61.136604306389,35.7198720227515,59.3716907871514,28.5,36.8455640744797,4.25614622216501,1.66484335057695,24.47426067908,8.33680526622783,0.839678,-19.4207,4.8855,9.6977,5.90859,2.21122,2.06016,0,-0.000339296,3.5
DCLK-US,2004-12-31,7.78,0.156503,18.8715115661398,13.4089984906024,23.2612636207621,23.2612636207621,0.0,23.2612636207621,0.0,18.8715115661398,0.783377355991367,-0.870831025287577,3.22688868883533,-4.15401806817885,3.3154,-30.94,3.3419,2.0163,2.22705,2.85987,3.7189,0,0.0,5.4
DCO-US,2022-12-31,49.96,0.33104,34.9704068120588,26.7809339113241,53.7761426724466,53.7761426724466,33.5467330127281,51.2274697695642,28.841,33.3130151916232,2.17303141201586,9.16257900399562,6.05167402117455,5.00370464782042,3.15051,8.44372,4.65993,3.0961,2.41491,1.1991,0.86705,0,0.001312802,3.5
DCPH-US,2022-12-31,16.39,0.0309041,7.85156618707946,12.6588057631017,8.52056390130264,8.52056390130264,5.23236579990737,7.57380206092639,25.879,6.97913997923437,0.437327277651074,-2.93324776586281,-49.2771133075336,5.71732590736791,-12.1839,93.7969,-14.4594,3.24438,1.89432,7.02853,9.2322,0,0.001312802,3.5
DCT-US,2022-08-31,11.9,0.0169585,2.97138178725389,4.17501245895372,3.06237669049228,3.06237669049228,0.0,2.44086263747517,17.877,2.36833528961335,1.12364606208084,-0.290468724033029,-0.702273612476386,-0.527997365344086,0.588404,-74.3472,-0.529412,5.37031,9.47383,4.36615,5.19363,0,0.002348724,3.7
DCTM-US,2002-12-31,15.66,0.249799,32.8828793293416,10.1667091112112,48.9932807020981,48.9932807020981,0.0,48.9744745038886,0.0,32.8702571505957,1.04147886354248,48.9449393280494,1.65087579513152,122.710176478762,2.79001,-11.0701,-0.191571,5.4982,2.89113,2.20616,2.77061,0,0.001652893,6.0
DD-US,2022-12-31,68.63,0.222156,24.2314492670963,23.1736233956867,31.9808799729007,31.9808799729007,20.6654835847382,30.5130038766984,334.0,23.1192608224491,1.72707973994958,12.2896089015111,5.76626932070952,-9.52151749185026,-2.35457,-23.95,17.1209,7.12788,1.29709,2.9383,2.633,0,0.001312802,3.5
DDC-US,2017-01-31,9.99424736337488,0.0126453,0.858612766130508,106.293949554874,0.866048771443034,0.866048771443034,67.5974786250504,0.0,0.0,0.0,1.31381443583778,-0.966455147755735,-1.94025662403287,-7.43494870266949,-26.6061,-9.57965,0.0220127,0.67283,1.73563,1.46232,1.48961,0,0.004043077,4.7
DDD-US,2022-12-31,7.4,0.569141,40.0173882580469,13.4434037741485,66.7149813852768,66.7149813852768,16.5217651888834,65.5100914201594,41.779,39.2946637883528,0.788396584593157,-12.8949325498181,-9.28584168686899,-6.61584572709684,-9.61333,-64.8874,-13.0365,3.53836,0.791143,1.6339,1.75799,0,0.001312802,3.5
DDIC-US,2011-12-31,9.33,0.0554616,8.74344128822146,46.4971499380421,9.58116480793061,9.58116480793061,24.4438002753823,8.51449814126394,0.0,7.77003799529582,4.49045280960175,12.2721807798453,21.7595440564502,5.79491506034433,1.89804,-19.5744,11.1468,1.96359,4.09199,0.661617,0.743305,0,0.000237708,8.5
DDIM-US,2000-12-31,0.34375,0.0,0.0,15.6563245823389,0.0,0.0,0.0,0.0,0.0,0.0,2.13942434644838,-34.2055040268713,-83.0124635375232,-42.7020657841957,-175.425,-86.4666,-238.545,0.249276,0.502038,0.0787228,0.14383,0,0.002296211,3.9
