accuracy,f1,weightedPrecision,weightedRecall,precisionByLabel,recallByLabel,logLoss,hammingLoss
0.9601737871107893,0.940665269086743,0.9219337014546752,0.9601737871107893,0.9601737871107893,1.0,0.1678917698866495,0.03982621288921072
